round,global_step,s,bin,n,h_mean,beta_mean,w_mean,effective_w_mean,delta2_mean,u_norm_mean,dudt_norm_mean,hdudt_norm_mean
7,1540,0.976667,boundary(r=t),7012,0.0,1.0,0.0069202,0.0069202,168.7335,0.0,0.0,0.0
8,1760,0.973333,"[0.0,0.1)",1848,0.049279,1.0,0.00658551,0.00658551,186.0211,32.3633,33.756,1.614
8,1760,0.973333,"[0.1,0.3)",2919,0.194265,1.0,0.00592082,0.00592082,203.6576,32.8542,28.4594,5.4084
8,1760,0.973333,"[0.3,0.5)",1631,0.387136,1.0,0.00578918,0.00578918,216.9734,32.7374,20.7791,7.8899
8,1760,0.973333,"[0.5,0.7)",566,0.575025,1.0,0.00640021,0.00640021,184.148,32.8423,15.7426,9.032
8,1760,0.973333,"[0.7,1.0)",49,0.760632,1.0,0.00559447,0.00559447,210.5992,32.6358,15.746,12.0058
8,1760,0.973333,boundary(r=t),7012,0.0,1.0,0.00691235,0.00691235,169.1317,0.0,0.0,0.0
9,1980,0.97,"[0.0,0.1)",1806,0.050247,1.0,0.00668695,0.00668695,181.392,32.3529,33.9925,1.6625
9,1980,0.97,"[0.1,0.3)",2972,0.194261,1.0,0.00589782,0.00589782,211.1764,32.9498,30.0676,5.7334
9,1980,0.97,"[0.3,0.5)",1615,0.387629,1.0,0.00586276,0.00586276,216.8563,32.7607,20.5809,7.8254
9,1980,0.97,"[0.5,0.7)",555,0.573917,1.0,0.00634833,0.00634833,183.325,32.5969,15.7653,9.0637
9,1980,0.97,"[0.7,1.0)",65,0.745431,1.0,0.00599562,0.00599562,201.9934,32.5547,14.4738,10.8406
9,1980,0.97,boundary(r=t),7012,0.0,1.0,0.00711856,0.00711856,163.6121,0.0,0.0,0.0
10,2200,0.966667,"[0.0,0.1)",1845,0.04893,1.0,0.00690421,0.00690421,175.2061,32.4546,33.332,1.603
10,2200,0.966667,"[0.1,0.3)",2920,0.192455,1.0,0.00601076,0.00601076,203.3845,32.8182,29.247,5.5076
10,2200,0.966667,"[0.3,0.5)",1614,0.386425,1.0,0.00573315,0.00573315,223.4084,32.7778,21.264,8.0537
10,2200,0.966667,"[0.5,0.7)",568,0.573862,1.0,0.00649426,0.00649426,180.9329,32.5938,15.2835,8.7493
10,2200,0.966667,"[0.7,1.0)",66,0.754509,1.0,0.00564373,0.00564373,218.8475,32.4155,16.3662,12.4024
10,2200,0.966667,boundary(r=t),7012,0.0,1.0,0.00719086,0.00719086,163.1895,0.0,0.0,0.0
11,2420,0.963333,"[0.0,0.1)",1847,0.049289,1.0,0.00702329,0.00702329,173.5988,32.6711,33.4516,1.6277
11,2420,0.963333,"[0.1,0.3)",2903,0.192578,1.0,0.00599676,0.00599676,207.8226,32.8826,29.7464,5.6327
11,2420,0.963333,"[0.3,0.5)",1625,0.384711,1.0,0.00559934,0.00559934,241.5704,32.9127,22.2185,8.3997
11,2420,0.963333,"[0.5,0.7)",576,0.574301,1.0,0.00644744,0.00644744,178.7064,32.9885,15.1753,8.6918
11,2420,0.963333,"[0.7,1.0)",62,0.747313,1.0,0.00584842,0.00584842,255.7635,32.4827,16.9489,12.6201
11,2420,0.963333,boundary(r=t),7012,0.0,1.0,0.00736085,0.00736085,161.0738,0.0,0.0,0.0
12,2640,0.96,"[0.0,0.1)",1847,0.049396,1.0,0.00717018,0.00717018,172.8941,32.7021,32.8388,1.5931
12,2640,0.96,"[0.1,0.3)",3020,0.191231,1.0,0.00605763,0.00605763,210.1375,32.9622,29.965,5.6717
12,2640,0.96,"[0.3,0.5)",1569,0.38631,1.0,0.00567168,0.00567168,243.7805,32.9445,22.7258,8.5929
12,2640,0.96,"[0.5,0.7)",526,0.575153,1.0,0.0064224,0.0064224,181.4366,32.7649,15.7475,9.0192
12,2640,0.96,"[0.7,1.0)",51,0.748612,1.0,0.0060022,0.0060022,190.7604,32.5489,14.4471,10.821
12,2640,0.96,boundary(r=t),7012,0.0,1.0,0.00740844,0.00740844,159.3184,0.0,0.0,0.0
13,2860,0.956667,"[0.0,0.1)",1807,0.049067,1.0,0.00716715,0.00716715,171.9456,32.6579,33.9594,1.656
13,2860,0.956667,"[0.1,0.3)",2904,0.192923,1.0,0.00605886,0.00605886,204.9533,33.0381,30.754,5.82
13,2860,0.956667,"[0.3,0.5)",1709,0.387943,1.0,0.00559592,0.00559592,252.211,32.9782,23.2127,8.7816
13,2860,0.956667,"[0.5,0.7)",530,0.573446,1.0,0.00634058,0.00634058,181.9848,32.6532,15.7775,9.0035
13,2860,0.956667,"[0.7,1.0)",63,0.755408,1.0,0.00635172,0.00635172,185.781,31.8476,13.9123,10.4923
13,2860,0.956667,boundary(r=t),7012,0.0,1.0,0.00740148,0.00740148,159.207,0.0,0.0,0.0
14,3080,0.953333,"[0.0,0.1)",1863,0.049275,1.0,0.00730561,0.00730561,170.7131,32.6413,33.351,1.6119
14,3080,0.953333,"[0.1,0.3)",2914,0.190231,1.0,0.00618945,0.00618945,208.6018,32.9849,30.6226,5.7578
14,3080,0.953333,"[0.3,0.5)",1612,0.387322,1.0,0.00565458,0.00565458,246.3086,32.9636,22.7742,8.65
14,3080,0.953333,"[0.5,0.7)",557,0.580087,1.0,0.00651909,0.00651909,176.6062,32.8911,14.911,8.6346
14,3080,0.953333,"[0.7,1.0)",67,0.759696,1.0,0.00571727,0.00571727,231.1015,32.281,14.9353,11.3843
14,3080,0.953333,boundary(r=t),7012,0.0,1.0,0.00758755,0.00758755,155.7613,0.0,0.0,0.0
15,3300,0.95,"[0.0,0.1)",1850,0.049956,1.0,0.00739918,0.00739918,167.9278,32.8095,35.0039,1.7283
15,3300,0.95,"[0.1,0.3)",3012,0.193923,1.0,0.00618408,0.00618408,209.213,33.1555,30.7934,5.8743
15,3300,0.95,"[0.3,0.5)",1581,0.387009,1.0,0.00556416,0.00556416,256.3207,32.9652,23.7036,8.9913
15,3300,0.95,"[0.5,0.7)",519,0.579373,1.0,0.00624719,0.00624719,201.2471,32.9173,16.4042,9.4692
15,3300,0.95,"[0.7,1.0)",51,0.750844,1.0,0.00606491,0.00606491,228.9741,33.1896,15.6113,11.7081
15,3300,0.95,boundary(r=t),7012,0.0,1.0,0.00766423,0.00766423,154.3703,0.0,0.0,0.0
16,3520,0.946667,"[0.0,0.1)",1816,0.049282,1.0,0.00729096,0.00729096,170.4092,32.6402,34.3566,1.6529
16,3520,0.946667,"[0.1,0.3)",3007,0.192987,1.0,0.00614592,0.00614592,210.877,33.0543,30.9864,5.9074
16,3520,0.946667,"[0.3,0.5)",1624,0.385871,1.0,0.00534227,0.00534227,291.7353,33.0278,25.8607,9.727
16,3520,0.946667,"[0.5,0.7)",496,0.569046,1.0,0.00622935,0.00622935,194.7493,32.5564,16.7572,9.4725
16,3520,0.946667,"[0.7,1.0)",70,0.746559,1.0,0.00545263,0.00545263,252.5017,33.0,16.7835,12.6041
16,3520,0.946667,boundary(r=t),7012,0.0,1.0,0.00776338,0.00776338,153.423,0.0,0.0,0.0
17,3740,0.943333,"[0.0,0.1)",1839,0.048897,1.0,0.00762354,0.00762354,162.7127,32.9287,34.0191,1.6281
17,3740,0.943333,"[0.1,0.3)",2993,0.192508,1.0,0.00631876,0.00631876,206.3665,33.1958,30.5389,5.8048
17,3740,0.943333,"[0.3,0.5)",1630,0.385799,1.0,0.00569488,0.00569488,251.2009,32.9434,23.262,8.802
17,3740,0.943333,"[0.5,0.7)",502,0.572107,1.0,0.00641462,0.00641462,186.998,32.8361,15.957,9.0739
17,3740,0.943333,"[0.7,1.0)",49,0.75074,1.0,0.00584457,0.00584457,251.1387,32.8613,15.7734,11.8658
17,3740,0.943333,boundary(r=t),7012,0.0,1.0,0.0077576,0.0077576,153.3689,0.0,0.0,0.0
18,3960,0.94,"[0.0,0.1)",1832,0.049322,1.0,0.00768812,0.00768812,161.5942,32.914,34.9336,1.6822
18,3960,0.94,"[0.1,0.3)",2983,0.192632,1.0,0.00615704,0.00615704,213.907,33.209,31.8449,6.0908
18,3960,0.94,"[0.3,0.5)",1564,0.389477,1.0,0.00563733,0.00563733,264.0911,33.267,23.6493,9.0049
18,3960,0.94,"[0.5,0.7)",567,0.575186,1.0,0.0064121,0.0064121,188.2617,33.0247,16.1819,9.2774
18,3960,0.94,"[0.7,1.0)",67,0.756028,1.0,0.00593256,0.00593256,248.7314,32.7425,15.0182,11.3461
18,3960,0.94,boundary(r=t),7012,0.0,1.0,0.0078211,0.0078211,151.9029,0.0,0.0,0.0
19,4180,0.936667,"[0.0,0.1)",1776,0.049945,1.0,0.0077448,0.0077448,161.5272,32.898,33.4865,1.65
19,4180,0.936667,"[0.1,0.3)",3021,0.19366,1.0,0.00614813,0.00614813,217.4269,33.2911,32.1771,6.2103
19,4180,0.936667,"[0.3,0.5)",1603,0.387933,1.0,0.00549596,0.00549596,271.6819,33.0612,24.9831,9.4995
19,4180,0.936667,"[0.5,0.7)",555,0.577403,1.0,0.0062401,0.0062401,196.8371,32.9665,16.2341,9.2869
19,4180,0.936667,"[0.7,1.0)",58,0.743927,1.0,0.00559336,0.00559336,210.2755,32.6427,14.4209,10.7302
19,4180,0.936667,boundary(r=t),7012,0.0,1.0,0.00788963,0.00788963,149.8768,0.0,0.0,0.0
20,4400,0.933333,"[0.0,0.1)",1884,0.04926,1.0,0.00801139,0.00801139,158.5568,33.0884,33.8646,1.6484
20,4400,0.933333,"[0.1,0.3)",2930,0.193814,1.0,0.00629422,0.00629422,217.4878,33.2084,32.3073,6.2955
20,4400,0.933333,"[0.3,0.5)",1599,0.387561,1.0,0.00540312,0.00540312,289.573,33.0939,25.8894,9.8242
20,4400,0.933333,"[0.5,0.7)",552,0.575422,1.0,0.00627633,0.00627633,200.8863,32.9498,16.6336,9.4947
20,4400,0.933333,"[0.7,1.0)",48,0.759382,1.0,0.00645215,0.00645215,194.7391,32.28,13.9598,10.5865
20,4400,0.933333,boundary(r=t),7012,0.0,1.0,0.00798803,0.00798803,148.7531,0.0,0.0,0.0
21,4620,0.93,"[0.0,0.1)",1829,0.049286,1.0,0.00795928,0.00795928,156.4018,33.0245,33.6534,1.639
21,4620,0.93,"[0.1,0.3)",2966,0.192169,1.0,0.00633793,0.00633793,214.3856,33.264,32.2956,6.2327
21,4620,0.93,"[0.3,0.5)",1634,0.386277,1.0,0.00539184,0.00539184,293.3725,33.1077,26.1055,9.8588
21,4620,0.93,"[0.5,0.7)",533,0.575149,1.0,0.00613264,0.00613264,200.0328,32.9521,16.7301,9.5682
21,4620,0.93,"[0.7,1.0)",51,0.747914,1.0,0.00597121,0.00597121,266.2803,32.8703,15.3505,11.5255
21,4620,0.93,boundary(r=t),7012,0.0,1.0,0.00806225,0.00806225,147.906,0.0,0.0,0.0
22,4840,0.926667,"[0.0,0.1)",1777,0.049689,1.0,0.00785079,0.00785079,157.8149,33.0369,35.0593,1.702
22,4840,0.926667,"[0.1,0.3)",2940,0.193459,1.0,0.00627787,0.00627787,211.4036,33.1919,31.7378,6.1003
22,4840,0.926667,"[0.3,0.5)",1704,0.387246,1.0,0.00552821,0.00552821,283.1178,33.1211,25.7033,9.7432
22,4840,0.926667,"[0.5,0.7)",528,0.573563,1.0,0.00625868,0.00625868,194.7364,32.9401,16.6095,9.4478
22,4840,0.926667,"[0.7,1.0)",64,0.735438,1.0,0.0060537,0.0060537,202.0409,32.3776,14.0381,10.3478
22,4840,0.926667,boundary(r=t),7012,0.0,1.0,0.00799713,0.00799713,149.6621,0.0,0.0,0.0
23,5060,0.923333,"[0.0,0.1)",1822,0.049411,1.0,0.00774588,0.00774588,161.0903,32.8908,35.3148,1.7247
23,5060,0.923333,"[0.1,0.3)",2961,0.191605,1.0,0.00646678,0.00646678,208.6692,33.3689,31.7111,6.0747
23,5060,0.923333,"[0.3,0.5)",1633,0.387789,1.0,0.00535012,0.00535012,293.7997,33.0589,26.4249,10.0409
23,5060,0.923333,"[0.5,0.7)",532,0.582506,1.0,0.00604604,0.00604604,204.2818,33.1143,16.9626,9.8251
23,5060,0.923333,"[0.7,1.0)",65,0.751828,1.0,0.0059992,0.0059992,216.5286,32.2814,15.2353,11.4557
23,5060,0.923333,boundary(r=t),7012,0.0,1.0,0.00799825,0.00799825,148.7223,0.0,0.0,0.0
24,5280,0.92,"[0.0,0.1)",1883,0.050335,1.0,0.0079071,0.0079071,157.2041,32.9834,34.705,1.6964
24,5280,0.92,"[0.1,0.3)",2892,0.192178,1.0,0.00640883,0.00640883,208.0878,33.3286,31.382,6.0343
24,5280,0.92,"[0.3,0.5)",1647,0.387033,1.0,0.00539313,0.00539313,296.845,33.2466,26.2993,9.9621
24,5280,0.92,"[0.5,0.7)",535,0.574252,1.0,0.00621973,0.00621973,196.8957,33.0111,16.5681,9.4679
24,5280,0.92,"[0.7,1.0)",56,0.750974,1.0,0.00568549,0.00568549,249.0827,33.0792,16.6693,12.4917
24,5280,0.92,boundary(r=t),7012,0.0,1.0,0.00809989,0.00809989,146.9517,0.0,0.0,0.0
25,5500,0.916667,"[0.0,0.1)",1886,0.048525,1.0,0.00809319,0.00809319,156.3707,33.0045,33.9423,1.6193
25,5500,0.916667,"[0.1,0.3)",2936,0.194966,1.0,0.00638284,0.00638284,212.1042,33.3175,31.9589,6.2085
25,5500,0.916667,"[0.3,0.5)",1643,0.386762,1.0,0.00539101,0.00539101,297.1966,33.1014,26.2118,9.9382
25,5500,0.916667,"[0.5,0.7)",497,0.572174,1.0,0.00626909,0.00626909,199.5151,32.9921,16.6959,9.4708
25,5500,0.916667,"[0.7,1.0)",51,0.75944,1.0,0.00583587,0.00583587,216.0701,33.2455,15.5485,11.8232
25,5500,0.916667,boundary(r=t),7012,0.0,1.0,0.00824735,0.00824735,145.6105,0.0,0.0,0.0
26,5720,0.913333,"[0.0,0.1)",1843,0.0498,1.0,0.00817594,0.00817594,158.7365,33.0559,34.4157,1.691
26,5720,0.913333,"[0.1,0.3)",2931,0.193671,1.0,0.00644776,0.00644776,213.9029,33.3601,32.5281,6.2946
26,5720,0.913333,"[0.3,0.5)",1642,0.384483,1.0,0.005442,0.005442,316.181,33.1276,26.6168,10.0225
26,5720,0.913333,"[0.5,0.7)",543,0.576491,1.0,0.00592363,0.00592363,216.6788,32.9882,17.9924,10.273
26,5720,0.913333,"[0.7,1.0)",54,0.740578,1.0,0.00553827,0.00553827,243.4759,32.6221,15.8528,11.7059
26,5720,0.913333,boundary(r=t),7012,0.0,1.0,0.00828793,0.00828793,143.9986,0.0,0.0,0.0
27,5940,0.91,"[0.0,0.1)",1903,0.050222,1.0,0.00811469,0.00811469,153.684,33.0984,33.8171,1.6887
27,5940,0.91,"[0.1,0.3)",2923,0.192166,1.0,0.00657975,0.00657975,207.0503,33.2503,31.4035,6.0273
27,5940,0.91,"[0.3,0.5)",1602,0.386274,1.0,0.0053497,0.0053497,300.4626,33.204,26.8905,10.1841
27,5940,0.91,"[0.5,0.7)",527,0.573066,1.0,0.00643125,0.00643125,193.0613,33.0034,16.5551,9.4376
27,5940,0.91,"[0.7,1.0)",58,0.750085,1.0,0.00634498,0.00634498,217.597,32.3241,13.4365,10.0189
27,5940,0.91,boundary(r=t),7012,0.0,1.0,0.00827606,0.00827606,144.946,0.0,0.0,0.0
28,6160,0.906667,"[0.0,0.1)",1897,0.050099,1.0,0.0083682,0.0083682,150.6129,33.2387,33.1249,1.6323
28,6160,0.906667,"[0.1,0.3)",2982,0.190954,1.0,0.0065976,0.0065976,212.8331,33.4101,32.5144,6.2517
28,6160,0.906667,"[0.3,0.5)",1593,0.385914,1.0,0.0053663,0.0053663,306.2695,33.2325,26.8551,10.1581
28,6160,0.906667,"[0.5,0.7)",489,0.576036,1.0,0.00623545,0.00623545,199.6464,33.2015,16.7989,9.6086
28,6160,0.906667,"[0.7,1.0)",52,0.746811,1.0,0.00674505,0.00674505,162.9088,32.1734,12.9843,9.7046
28,6160,0.906667,boundary(r=t),7012,0.0,1.0,0.0083076,0.0083076,144.378,0.0,0.0,0.0
29,6380,0.903333,"[0.0,0.1)",1856,0.050355,1.0,0.00831721,0.00831721,150.3139,33.2463,33.5635,1.6361
29,6380,0.903333,"[0.1,0.3)",2906,0.192283,1.0,0.00640667,0.00640667,208.4204,33.3264,31.9626,6.1241
29,6380,0.903333,"[0.3,0.5)",1649,0.38379,1.0,0.00539639,0.00539639,305.6261,33.192,26.9791,10.1617
29,6380,0.903333,"[0.5,0.7)",545,0.576371,1.0,0.00625465,0.00625465,204.6707,33.1512,17.0462,9.7339
29,6380,0.903333,"[0.7,1.0)",57,0.748874,1.0,0.00602916,0.00602916,239.2521,32.9255,16.1625,12.1792
29,6380,0.903333,boundary(r=t),7012,0.0,1.0,0.00837115,0.00837115,143.0041,0.0,0.0,0.0
30,6600,0.9,"[0.0,0.1)",1899,0.048978,1.0,0.00833732,0.00833732,153.333,33.1286,33.1873,1.6088
30,6600,0.9,"[0.1,0.3)",2935,0.192267,1.0,0.00650068,0.00650068,207.7524,33.3439,32.7252,6.2481
30,6600,0.9,"[0.3,0.5)",1591,0.38543,1.0,0.00534081,0.00534081,309.2599,33.1424,27.3606,10.3745
30,6600,0.9,"[0.5,0.7)",527,0.573633,1.0,0.00627828,0.00627828,196.7601,32.9244,16.9109,9.6507
30,6600,0.9,"[0.7,1.0)",61,0.756431,1.0,0.00567496,0.00567496,250.223,32.5929,16.5875,12.6137
30,6600,0.9,boundary(r=t),7012,0.0,1.0,0.00837696,0.00837696,143.3471,0.0,0.0,0.0
31,6820,0.896667,"[0.0,0.1)",1818,0.048677,1.0,0.00852133,0.00852133,150.9137,33.1154,33.6906,1.6177
31,6820,0.896667,"[0.1,0.3)",2969,0.19384,1.0,0.00653755,0.00653755,210.5538,33.4131,32.8035,6.357
31,6820,0.896667,"[0.3,0.5)",1633,0.386312,1.0,0.00540623,0.00540623,315.8231,33.2641,27.6962,10.4631
31,6820,0.896667,"[0.5,0.7)",528,0.574671,1.0,0.00603487,0.00603487,211.9,33.0342,17.6543,10.0638
31,6820,0.896667,"[0.7,1.0)",65,0.744866,1.0,0.00568446,0.00568446,236.4677,33.0691,16.3844,12.1902
31,6820,0.896667,boundary(r=t),7012,0.0,1.0,0.00834068,0.00834068,143.9672,0.0,0.0,0.0
32,7040,0.893333,"[0.0,0.1)",1908,0.050592,1.0,0.00825424,0.00825424,154.0102,33.099,32.916,1.6301
32,7040,0.893333,"[0.1,0.3)",2893,0.192625,1.0,0.00656329,0.00656329,210.5645,33.309,32.2952,6.2566
32,7040,0.893333,"[0.3,0.5)",1643,0.38834,1.0,0.00539923,0.00539923,294.9752,33.1641,26.5886,10.1455
32,7040,0.893333,"[0.5,0.7)",513,0.577741,1.0,0.00623366,0.00623366,206.4338,33.1572,17.3169,9.9299
32,7040,0.893333,"[0.7,1.0)",56,0.743843,1.0,0.00647465,0.00647465,188.4598,33.0108,14.5325,10.8284
32,7040,0.893333,boundary(r=t),7012,0.0,1.0,0.00840541,0.00840541,143.1324,0.0,0.0,0.0
33,7260,0.89,"[0.0,0.1)",1874,0.050078,1.0,0.00843336,0.00843336,151.1604,33.1029,33.1356,1.6297
33,7260,0.89,"[0.1,0.3)",2906,0.193534,1.0,0.00651009,0.00651009,211.4626,33.3814,32.0704,6.2532
33,7260,0.89,"[0.3,0.5)",1619,0.386165,1.0,0.00547731,0.00547731,305.2166,33.2261,26.7773,10.1228
33,7260,0.89,"[0.5,0.7)",553,0.572999,1.0,0.00622497,0.00622497,203.6583,32.8677,17.0043,9.6942
33,7260,0.89,"[0.7,1.0)",61,0.753272,1.0,0.00576779,0.00576779,206.6421,32.6679,15.1835,11.4028
33,7260,0.89,boundary(r=t),7012,0.0,1.0,0.00837625,0.00837625,143.8039,0.0,0.0,0.0
34,7480,0.886667,"[0.0,0.1)",1867,0.049884,1.0,0.008561,0.008561,151.0968,33.1923,33.3048,1.6256
34,7480,0.886667,"[0.1,0.3)",2885,0.193674,1.0,0.00652487,0.00652487,213.0176,33.4445,32.5762,6.3546
34,7480,0.886667,"[0.3,0.5)",1669,0.383392,1.0,0.0052028,0.0052028,341.662,33.1612,29.1998,10.9959
34,7480,0.886667,"[0.5,0.7)",542,0.577313,1.0,0.00619486,0.00619486,221.0171,33.1879,17.804,10.1729
34,7480,0.886667,"[0.7,1.0)",50,0.738821,1.0,0.00570686,0.00570686,298.6305,32.8073,17.4076,12.9809
34,7480,0.886667,boundary(r=t),7012,0.0,1.0,0.00860906,0.00860906,140.3068,0.0,0.0,0.0
35,7700,0.883333,"[0.0,0.1)",1809,0.049443,1.0,0.00854056,0.00854056,148.8834,33.2153,33.1044,1.6126
35,7700,0.883333,"[0.1,0.3)",3009,0.193946,1.0,0.00652217,0.00652217,218.0395,33.4163,33.1761,6.4504
35,7700,0.883333,"[0.3,0.5)",1632,0.388312,1.0,0.00531955,0.00531955,338.4884,33.3868,28.7072,10.9754
35,7700,0.883333,"[0.5,0.7)",489,0.57391,1.0,0.0059727,0.0059727,240.871,32.9564,18.375,10.499
35,7700,0.883333,"[0.7,1.0)",74,0.753095,1.0,0.0054626,0.0054626,282.4422,32.4087,16.8043,12.7093
35,7700,0.883333,boundary(r=t),7012,0.0,1.0,0.00855903,0.00855903,140.6112,0.0,0.0,0.0
36,7920,0.88,"[0.0,0.1)",1824,0.048993,1.0,0.00841154,0.00841154,151.7648,33.1239,33.4906,1.616
36,7920,0.88,"[0.1,0.3)",2949,0.192595,1.0,0.00657405,0.00657405,215.8586,33.3859,33.2661,6.4419
36,7920,0.88,"[0.3,0.5)",1658,0.38562,1.0,0.00533088,0.00533088,301.6313,33.3049,27.3715,10.352
36,7920,0.88,"[0.5,0.7)",512,0.572869,1.0,0.00602303,0.00602303,218.3657,32.818,17.8416,10.1435
36,7920,0.88,"[0.7,1.0)",70,0.747085,1.0,0.00593445,0.00593445,228.2793,32.7475,16.4445,12.2713
36,7920,0.88,boundary(r=t),7012,0.0,1.0,0.00847959,0.00847959,142.1128,0.0,0.0,0.0
37,8140,0.876667,"[0.0,0.1)",1812,0.049447,1.0,0.00862458,0.00862458,148.71,33.2232,33.409,1.6182
37,8140,0.876667,"[0.1,0.3)",2934,0.19305,1.0,0.00663824,0.00663824,209.8229,33.3958,32.5585,6.3058
37,8140,0.876667,"[0.3,0.5)",1684,0.384647,1.0,0.00524275,0.00524275,318.4901,33.1577,28.4331,10.6954
37,8140,0.876667,"[0.5,0.7)",523,0.574519,1.0,0.00614234,0.00614234,216.048,32.9103,17.6155,10.0614
37,8140,0.876667,"[0.7,1.0)",60,0.744459,1.0,0.00615342,0.00615342,261.3617,32.8303,16.258,12.131
