patient,n_windows,n_omega_hr,ham_K1_S5,ham_K1_S10,ham_K2_S5,ham_K1_S15,ham_K3_S5,ham_K1_S20,ham_K2_S10,ham_K4_S5,ham_K1_S25,ham_K5_S5,ham_K16_S5,ham_K16_S10,ham_K16_S15,ham_K16_S20,ham_K16_S25,proj_K1_S5,proj_K1_S10,proj_K2_S5,proj_K1_S15,proj_K3_S5,proj_K1_S20,proj_K2_S10,proj_K4_S5,proj_K1_S25,proj_K5_S5,proj_K16_S5,proj_K16_S10,proj_K16_S15,proj_K16_S20,proj_K16_S25,ppg_findpeaks,ppg_official,mech_I_S5,mech_C_S5,mech_G_S5,mech_SD_S5,mech_MAD_S5,mech_wRMS_S5,mech_I_S10,mech_C_S10,mech_G_S10,mech_SD_S10,mech_MAD_S10,mech_wRMS_S10,mech_I_S15,mech_C_S15,mech_G_S15,mech_SD_S15,mech_MAD_S15,mech_wRMS_S15,mech_I_S20,mech_C_S20,mech_G_S20,mech_SD_S20,mech_MAD_S20,mech_wRMS_S20,mech_I_S25,mech_C_S25,mech_G_S25,mech_SD_S25,mech_MAD_S25,mech_wRMS_S25
1305,16.0,16.0,9.884031,9.277972,9.185462,9.556836,7.852062,10.389443,8.727907,7.338852,10.255867,7.666962,6.568641,7.592494,7.983667,8.37793,7.951731,10.085245,10.303634,9.18612,9.843485,9.478724,10.077642,8.638731,8.750308,9.827228,7.52779,5.610343,4.774996,4.529597,4.903674,5.071494,1.650628,,1.107567,1.001087,0.106481,0.344402,0.180887,1.024979,1.207063,1.008698,0.198365,0.606144,0.207554,1.081,1.206101,1.024818,0.181282,0.603372,0.230266,1.092042,1.252615,1.026373,0.226242,0.67745,0.251094,1.096226,1.222508,1.015052,0.207456,0.672654,0.229055,1.098294
1309,15.0,15.0,10.728964,10.048797,10.657086,10.236263,10.284565,10.417198,10.135898,10.042525,10.795453,9.941652,9.533468,9.148221,9.567418,10.101392,10.649692,16.110831,16.756141,15.512057,16.81249,16.659495,16.850881,15.439636,15.310566,16.475066,16.554765,14.401386,16.263006,16.301647,15.940744,15.569429,5.586064,,7.331018,7.048633,0.282385,1.877312,0.664199,0.965488,6.803059,6.619329,0.18373,2.165499,0.752654,1.034709,7.052332,6.889772,0.16256,2.154994,0.554777,1.052564,7.293728,7.23479,0.058937,2.2507,0.832525,1.060595,7.372719,7.241014,0.131705,2.364405,0.90991,1.064792
1322,15.0,15.0,2.557359,2.542448,2.484268,2.514844,2.240283,2.649412,2.476129,2.296525,2.654737,2.334168,2.206056,2.064063,2.040468,2.037531,2.038222,2.719722,2.833191,2.664793,2.839083,2.687553,3.105897,2.76704,2.704883,3.363232,2.521638,2.628173,2.626712,2.638069,2.625492,2.625487,2.391228,,2.557359,2.206056,0.351304,1.623689,0.492683,1.055368,2.542448,2.064063,0.478385,1.821627,0.328011,1.107643,2.514844,2.040468,0.474376,1.775749,0.376428,1.120216,2.649412,2.037531,0.61188,2.248739,0.536068,1.124028,2.654737,2.038222,0.616515,2.222936,0.523162,1.125383
1325,15.0,15.0,4.862913,5.1322,4.711869,4.901558,4.543577,5.128847,4.795218,4.63282,4.877727,4.499169,4.793996,3.972312,4.117581,4.127628,4.18728,10.190025,9.27594,10.170189,9.100275,10.222812,9.231755,9.085334,9.977686,9.354424,10.221213,10.734897,9.162237,7.773427,7.455118,7.683793,4.512416,,0.695154,0.219576,0.475578,1.31317,0.1976,1.04466,1.212075,0.215336,0.996739,2.866232,0.228426,1.107027,1.042769,0.243155,0.799614,2.447586,0.243723,1.123538,1.020165,0.267104,0.753062,2.210607,0.246303,1.12835,0.938571,0.236012,0.702559,2.103162,0.235579,1.129587
1334,15.0,15.0,6.507971,6.531934,6.464424,6.54474,6.46849,6.550835,6.482144,6.45332,6.554228,6.443878,6.417658,6.414098,6.422536,6.429306,6.431953,0.45195,0.474717,0.401907,0.498166,0.37932,0.495354,0.41671,0.367142,0.53822,0.367299,0.321919,0.333214,0.328867,0.335793,0.33917,6.382812,,6.507971,6.417658,0.090313,0.201866,0.126399,1.031395,6.531934,6.414098,0.117836,0.235636,0.157488,1.087086,6.54474,6.422536,0.122204,0.260457,0.160141,1.105473,6.550835,6.429306,0.121528,0.269406,0.170954,1.115341,6.554228,6.431953,0.122274,0.275196,0.166286,1.120627
1341,15.0,15.0,3.004805,2.88206,2.813689,3.254053,2.84863,3.519591,2.675544,2.717859,2.937703,2.316981,2.008725,2.168612,2.267599,2.590231,2.185443,4.189458,5.338324,4.153385,5.58252,3.55844,5.49213,4.761329,2.322155,5.4922,2.63357,2.588294,3.905659,3.270285,2.947201,3.301795,5.652287,,0.320292,0.233299,0.086993,0.272131,0.167206,0.991797,0.397411,0.22229,0.175121,0.577397,0.189593,1.059579,0.338576,0.237134,0.101442,0.316274,0.201399,1.081575,0.407424,0.233542,0.173882,0.603692,0.213904,1.090224,0.436515,0.209506,0.227009,0.695295,0.215407,1.094577
1345,15.0,15.0,16.820568,16.892221,15.347003,16.535044,14.413828,15.434355,15.514834,14.091927,15.867502,14.081079,14.568408,15.260067,15.375266,13.315371,13.451737,18.534738,14.945687,16.933636,12.975602,16.886056,14.624385,11.547845,15.773796,14.394058,14.584183,13.905931,5.298382,4.1428,5.270881,5.763843,32.331575,,1.794612,1.756261,0.038351,0.529296,0.278136,0.979378,1.913593,1.749901,0.163693,0.81796,0.340526,1.033652,1.884894,1.748048,0.136846,0.806112,0.355148,1.051784,2.107133,1.700195,0.406938,1.419979,0.332563,1.056711,2.220441,1.745061,0.475379,1.663301,0.347327,1.058789
1366,15.0,15.0,5.638412,5.395925,5.596459,5.577935,5.561812,5.484186,5.253516,5.370533,5.49478,5.153053,5.553338,5.46072,5.584158,5.430101,5.501044,21.488117,22.198253,21.511744,22.231029,21.945322,21.769465,22.39574,21.215225,21.839358,21.50244,21.113769,22.282921,22.872573,21.91846,22.383312,6.68604,,4.204074,4.141042,0.063032,0.180423,0.103277,0.978493,4.223732,4.148345,0.075387,0.21329,0.132274,1.040536,4.16704,4.13822,0.02882,0.448632,0.136205,1.059424,4.174622,4.138497,0.036124,0.451848,0.141974,1.068156,4.176459,4.139528,0.036931,0.456076,0.141008,1.073211
1372,15.0,15.0,9.866282,8.311219,8.927404,7.868528,8.212407,8.101027,7.913937,8.348848,7.983456,8.086748,6.704195,6.471595,6.674841,6.878003,5.874629,9.945382,8.325286,9.083208,8.541691,9.815354,8.345502,7.385341,9.309304,7.822935,9.759364,9.931662,5.440896,4.981028,4.287561,4.088772,9.663213,,2.197599,1.953029,0.24457,0.991564,0.223652,1.069532,2.043511,1.936454,0.107056,0.50252,0.262956,1.126272,2.025697,1.934586,0.091111,0.613696,0.275382,1.140961,2.02836,1.9427,0.08566,0.619755,0.280521,1.146527,2.042087,1.944542,0.097545,1.007988,0.28301,1.14901
1376,16.0,16.0,2.583137,2.706325,2.542439,2.748353,2.540367,2.79345,2.66278,2.5319,2.831081,2.52202,2.512175,2.502916,2.504711,2.509471,2.501875,2.332769,2.560418,2.268607,2.998301,1.464156,3.123316,2.492737,1.357925,3.19911,1.371802,1.203415,1.21049,1.323228,1.325677,1.327691,2.943694,,2.583137,2.512175,0.070962,0.18861,0.111633,0.971214,2.706325,2.502916,0.203409,0.506428,0.122018,1.042257,2.748353,2.504711,0.243641,0.628347,0.13545,1.065391,2.79345,2.509471,0.283978,0.796493,0.137973,1.074569,2.831081,2.501875,0.329205,0.926524,0.143988,1.079019
1384,15.0,15.0,4.778779,5.395848,4.695653,5.109784,5.058368,6.251636,5.399012,4.589458,6.000861,4.911235,4.340247,4.442321,4.334742,5.572015,5.444294,5.283414,5.493073,3.429669,5.336779,2.501671,5.137328,5.328706,2.350302,5.334864,3.872655,2.977046,2.029125,2.298038,2.399609,1.474624,4.587184,,2.35817,2.28545,0.07272,0.200879,0.127832,1.00836,2.404461,2.28171,0.122751,0.344638,0.147182,1.066538,2.415801,2.274912,0.140889,0.349938,0.165704,1.083731,2.579869,2.291957,0.287912,0.95485,0.158344,1.091622,2.562626,2.296566,0.26606,0.866071,0.168308,1.095713
1388,31.0,31.0,3.120607,2.521384,2.894622,2.549509,2.372556,2.320708,2.203238,2.451261,2.420149,2.300479,2.148217,1.812612,1.455465,1.508202,1.658024,2.741613,2.90323,2.364071,2.731687,1.675183,3.205533,2.62465,1.682574,2.991491,1.606353,1.140387,0.628057,0.506919,0.372991,0.420043,4.545872,,0.711675,0.266106,0.445569,1.142088,0.279911,1.067597,0.59892,0.293509,0.305411,0.868318,0.286709,1.120099,0.765736,0.265891,0.499845,1.323476,0.326144,1.13362,0.800137,0.301892,0.498245,1.418098,0.349003,1.137669,0.7738,0.274736,0.499064,1.293106,0.368391,1.138923
1391,15.0,15.0,3.347787,3.116883,3.313408,3.028173,3.156326,3.692769,3.100867,3.143913,3.224991,3.191958,3.301037,3.084351,3.09008,3.13396,2.909115,4.653799,5.726263,4.446374,5.80758,2.179744,6.074756,5.342771,2.4073,6.203556,1.934228,0.760274,1.904862,1.754072,1.481899,1.885085,2.046125,,0.449316,0.383692,0.065625,0.314893,0.177945,0.981509,0.515536,0.382532,0.133004,0.433315,0.219884,1.040887,0.517737,0.385778,0.131958,0.462745,0.227925,1.056831,0.619418,0.387218,0.2322,0.775309,0.252396,1.062467,0.605517,0.381492,0.224025,0.753418,0.240008,1.064949
1403,15.0,15.0,5.8398,5.62832,5.807436,5.747575,5.226112,6.009419,5.595196,5.292294,5.979592,4.768535,4.817778,4.773575,4.779006,5.358927,5.369437,7.513188,8.701225,6.92893,8.767943,6.267616,8.663857,7.933011,6.13684,8.712235,4.695273,3.944914,4.925004,4.822056,4.605201,4.578693,6.903761,,6.24691,5.155474,1.091436,3.249557,0.672387,0.967884,6.01999,5.109322,0.910669,2.529246,0.668839,1.028181,6.144113,5.115963,1.02815,2.876128,0.686663,1.043137,6.418653,5.737402,0.68125,2.752878,1.25507,1.049241,6.39551,5.746633,0.648877,2.598801,1.027843,1.052191
1408,15.0,15.0,5.835713,4.970937,5.094277,4.59919,4.222398,5.280682,4.86235,4.685442,4.640726,4.00727,5.104619,4.668114,3.505342,5.078436,3.456697,15.24911,17.118377,14.885658,17.109097,14.502839,17.06835,16.610843,14.58677,17.12763,14.314767,14.319583,17.270176,16.970685,16.403243,16.098399,5.574243,,2.294003,2.247485,0.046519,0.156649,0.10409,1.032856,2.316323,2.252234,0.064089,0.186892,0.12563,1.097538,2.506996,2.264637,0.242359,0.919925,0.13369,1.115704,2.455301,2.259408,0.195893,0.716842,0.128336,1.123424,2.492126,2.257388,0.234738,0.84652,0.126556,1.127555
1411,15.0,15.0,2.440015,2.507233,2.320369,2.097719,1.543127,2.028763,2.384561,1.852059,1.926666,1.513525,1.999078,1.236735,1.011609,1.322766,1.266734,2.585839,3.110515,2.654837,3.029409,2.526254,3.024542,3.139243,2.3486,3.092284,2.373882,1.925361,1.840215,1.830378,2.084572,2.268415,8.679968,,0.986777,0.958592,0.028185,0.196727,0.109504,1.025836,0.999974,0.967968,0.032006,0.235243,0.136691,1.078608,1.112684,0.964625,0.148058,0.62368,0.158308,1.093092,1.24937,0.969062,0.280308,0.998433,0.158977,1.098214,1.138457,0.968136,0.17032,0.577352,0.170925,1.100723
1412,15.0,15.0,1.263669,1.940827,1.18318,1.494346,1.241852,1.433413,1.717933,1.297256,1.406587,1.243175,1.076023,1.180263,1.013565,1.049647,1.038876,3.454795,3.284615,3.419055,3.700857,2.069027,3.462697,3.200209,2.094344,4.117786,1.360233,1.180829,1.02869,1.109519,1.108675,1.03569,2.436154,,0.229206,0.103482,0.125724,0.367856,0.115447,0.970224,0.400801,0.112095,0.288706,0.972279,0.146619,1.039272,0.408326,0.10333,0.304996,0.948816,0.148123,1.05653,0.332875,0.116518,0.216357,0.636231,0.159473,1.062974,0.359064,0.129974,0.229089,0.586247,0.1586,1.066082
1417,15.0,15.0,1.430565,1.541753,1.245729,1.20239,1.446794,1.256279,1.08459,1.081149,1.221391,1.269265,1.216101,0.647146,0.840262,0.459005,0.483316,2.715855,1.628718,2.666981,2.351944,2.339383,2.263059,1.640554,2.294031,2.049455,2.293861,2.385659,0.577979,0.527231,0.606197,0.529982,3.02378,,0.242607,0.157552,0.085056,0.204144,0.122947,0.995653,0.267287,0.163247,0.10404,0.238499,0.158165,1.065919,0.299238,0.170756,0.128483,0.315347,0.16665,1.087202,0.292801,0.164167,0.128634,0.296411,0.170593,1.09605,0.300235,0.168069,0.132167,0.311054,0.173265,1.100694
1421,15.0,15.0,5.607145,5.236766,5.175291,5.023201,5.166941,5.518438,4.72036,4.606008,5.575147,4.702108,3.501496,3.021431,2.978939,3.715123,3.698979,7.640195,6.706418,7.170534,7.05429,6.306708,7.335559,5.954969,6.190272,7.556462,5.138691,4.835321,2.425397,2.640838,2.832287,2.95773,5.632843,,4.522994,3.282556,1.240438,3.807409,2.106642,0.946281,4.851744,3.22512,1.626624,4.51945,2.261573,0.991038,4.793199,2.926628,1.866571,4.758975,2.487604,0.997914,5.236022,3.580669,1.655353,4.821585,2.719753,0.998961,5.27948,3.622046,1.657434,4.756114,2.890767,0.99884
1424,15.0,15.0,10.82642,10.717939,10.75076,10.918605,10.52672,10.973961,10.541371,10.657754,10.900622,10.679568,10.724322,10.557992,10.571793,10.599896,10.814219,17.784102,16.855336,17.787691,17.895833,18.869287,17.620922,16.546995,18.031952,17.523316,17.774307,17.105693,16.978896,18.650857,17.801819,17.482445,12.244346,,9.167783,9.122858,0.044925,0.539796,0.244926,0.964994,9.354858,9.067632,0.287225,1.103353,0.394115,1.030596,9.484381,9.124111,0.36027,1.144051,0.409521,1.047021,9.591699,9.153943,0.437755,1.356814,0.596087,1.05357,9.66426,9.423963,0.240296,1.386717,0.594003,1.05692
1432,16.0,16.0,16.269049,14.725159,13.813445,13.926879,11.709453,12.93053,11.569929,11.561784,12.891378,11.054579,7.524853,7.351259,7.162324,6.364068,6.724113,34.801836,26.58966,34.74167,25.817231,34.435211,24.697048,25.727893,32.175909,25.111125,33.699802,29.657401,16.675547,15.597954,17.422142,17.842105,11.853482,,0.366322,0.080598,0.285723,0.457509,0.325228,1.155989,0.379525,0.077327,0.302197,0.450782,0.337179,1.194111,0.383157,0.077365,0.305791,0.448537,0.369749,1.195209,0.386828,0.077365,0.309462,0.450116,0.365138,1.192018,0.403343,0.109973,0.29337,0.465315,0.364304,1.188836
1435,30.0,30.0,5.965828,5.512102,5.689187,5.592964,4.958747,5.58702,5.359465,4.99957,5.839688,4.831547,4.649676,4.595348,5.137159,4.865113,4.830047,12.579151,11.694799,12.597225,11.318837,12.384645,11.553319,11.076207,12.273882,11.450085,12.75432,13.054203,11.021845,10.731436,10.381365,9.9438,9.403018,,4.054365,3.909814,0.144551,0.385882,0.18666,1.041824,4.164338,3.939644,0.224694,0.619605,0.219054,1.10076,4.087698,3.908674,0.179024,0.475127,0.219195,1.117877,4.138638,3.924395,0.214243,0.591554,0.245254,1.123954,4.120692,3.939001,0.181692,0.539109,0.227978,1.126658
1444,15.0,15.0,5.186332,5.383706,5.167979,5.309563,5.157603,5.391483,5.36156,5.137892,5.493322,5.137993,5.133815,5.140855,5.136607,5.138222,5.142631,1.78111,2.159498,1.761953,2.287704,1.10255,2.609839,2.136469,1.161508,2.685818,0.434208,0.415509,0.417431,0.421033,0.421331,0.419222,5.595137,,5.549966,5.500445,0.049521,0.177414,0.11225,1.030876,5.565258,5.508059,0.057199,0.212564,0.131363,1.085467,5.64608,5.499986,0.146094,0.504548,0.148601,1.099833,5.640868,5.504671,0.136198,0.48441,0.146244,1.10468,5.876212,5.508689,0.367522,1.401089,0.155265,1.106635
1445,16.0,16.0,52.798272,53.989589,52.857781,53.489074,52.085614,54.243405,53.988738,52.555729,53.40027,52.175608,52.725123,53.775724,53.589312,53.649193,53.547829,15.202944,15.662105,15.081089,16.40144,14.39022,16.870765,15.019604,14.114576,16.711336,14.156907,13.567094,12.845273,13.239189,14.077766,14.062593,46.436513,,55.279589,55.268084,0.011505,0.237539,0.144171,1.017105,55.280653,55.255345,0.025308,0.275215,0.163651,1.078248,55.258853,55.249413,0.00944,0.42823,0.178389,1.096213,55.215169,55.251713,-0.036544,0.575977,0.190816,1.102852,55.107279,55.256426,-0.149147,1.080305,0.19505,1.10622
1447,15.0,15.0,2.124595,2.542905,1.943379,2.162396,1.904346,2.475002,2.540447,1.814271,2.661009,1.601495,1.905827,2.469878,2.25094,2.31194,1.838095,5.639828,6.869467,5.578226,6.30016,4.758928,6.227035,6.736561,4.743604,6.077315,4.742785,4.410113,6.160722,5.295477,4.303782,4.249898,2.565452,,0.206119,0.164268,0.041851,0.163894,0.106696,0.97145,0.223527,0.169542,0.053985,0.189331,0.115068,1.044467,0.277874,0.166331,0.111543,0.391559,0.120735,1.066685,0.278944,0.168165,0.11078,0.396635,0.122234,1.076468,0.334749,0.167607,0.167142,0.481473,0.127046,1.081485
1450,16.0,16.0,0.348956,0.528334,0.272892,0.434151,0.190604,0.42653,0.451136,0.159266,0.46817,0.162181,0.143343,0.155086,0.155585,0.147751,0.150724,1.660137,1.972447,1.4985,2.080618,1.529709,2.228352,1.811055,1.007793,2.292287,1.020361,0.999057,0.987169,1.007348,1.009458,1.005063,0.651094,,0.348956,0.143343,0.205613,0.596981,0.170463,1.032913,0.528334,0.155086,0.373248,1.233251,0.202844,1.098251,0.434151,0.155585,0.278566,0.818478,0.22686,1.113988,0.42653,0.147751,0.278779,0.756095,0.233849,1.119631,0.46817,0.150724,0.317446,0.883761,0.232211,1.12191
1457,15.0,15.0,15.34319,14.868868,15.05784,15.296578,15.160601,15.123362,14.755492,14.791819,15.362356,14.3934,13.94967,13.861681,13.980562,13.978657,14.006738,13.36812,13.110417,13.429791,12.876317,11.773614,13.050087,12.999441,12.067504,12.999798,11.948423,12.103549,12.310566,12.149814,12.549331,12.561404,11.678172,,14.235729,13.604519,0.63121,2.999312,1.64857,1.018854,13.891469,13.104834,0.786635,3.028611,1.427333,1.071495,13.925501,13.104134,0.821368,3.069723,1.434963,1.085477,13.79182,13.062052,0.729768,4.21389,1.330514,1.090239,13.895756,13.062333,0.833422,5.119901,1.629589,1.092177
1462,15.0,15.0,1.727203,1.551057,1.424389,1.391669,1.034918,1.329009,1.33722,1.084364,1.122351,0.47656,0.657824,0.475427,0.126082,0.20609,0.280953,3.483461,2.340742,3.448249,2.682516,3.827045,2.797791,2.035338,3.380855,2.397839,3.812727,3.560797,1.467024,2.301353,2.798778,1.848326,5.784453,,0.262999,0.098751,0.164247,0.49431,0.129559,1.010027,0.307306,0.107084,0.200222,0.589143,0.161369,1.091047,0.340387,0.101629,0.238759,0.673228,0.175002,1.109013,0.328283,0.101536,0.226746,0.605283,0.182133,1.115333,0.369463,0.111511,0.257952,0.733932,0.190324,1.118423
1475,15.0,15.0,1.304332,1.422039,1.270449,1.675074,0.977529,1.658446,1.380472,0.962609,1.583862,0.95111,0.915909,0.935435,0.965086,0.932638,0.916566,0.254832,0.680756,0.209187,1.219123,0.173176,0.770943,0.624058,0.174027,0.848354,0.147762,0.115123,0.11685,0.15723,0.15543,0.177285,0.938667,,1.371379,0.955827,0.415551,1.303651,0.1728,1.034681,1.49861,0.978846,0.519763,1.738764,0.200933,1.090745,1.769466,1.010615,0.758851,2.639369,0.234561,1.1065,1.751706,0.975849,0.775857,2.544162,0.231275,1.112065,1.671813,0.958629,0.713184,2.435528,0.234212,1.114473
1476,15.0,15.0,2.76703,2.986563,2.737562,2.958832,2.609564,2.984636,2.943338,2.599511,2.99592,2.591523,2.593518,2.589782,2.587457,2.596231,2.602568,6.053086,6.125736,6.019205,6.262596,6.032609,6.325545,6.087225,6.01914,6.565159,6.013914,6.031176,6.024985,6.02282,6.038063,6.039819,3.115524,,2.76703,2.593518,0.173512,0.710864,0.150199,1.048727,2.986563,2.589782,0.396781,1.290634,0.179527,1.10589,2.958832,2.587457,0.371375,1.303034,0.186328,1.121383,2.984636,2.596231,0.388405,1.377772,0.202227,1.127617,2.99592,2.602568,0.393352,1.344518,0.207832,1.130349
1477,15.0,15.0,2.115964,2.221908,2.004679,2.217769,2.091008,2.200067,2.065372,2.074251,2.202199,2.06996,2.055093,2.068616,2.067991,2.064523,2.050739,3.712023,3.964381,3.631917,4.047671,3.74484,4.059576,3.711597,3.716739,4.134405,3.726751,3.70626,3.721979,3.723,3.731325,3.718901,8.35892,,2.251795,2.197147,0.054647,0.586881,0.218609,1.002162,2.362621,2.215902,0.146719,0.923715,0.214057,1.063577,2.358905,2.211168,0.147737,0.908371,0.292754,1.08296,2.338659,2.207456,0.131203,0.79194,0.253075,1.090912,2.341549,2.196812,0.144736,0.842438,0.245145,1.095079
1478,15.0,15.0,0.570135,0.576599,0.530797,0.644785,0.538046,0.769614,0.539316,0.523672,0.827625,0.530116,0.517255,0.507627,0.509931,0.506798,0.506811,2.099895,2.596455,1.957408,2.581648,1.198687,2.727103,2.423985,1.177351,2.880168,1.196121,1.153873,1.131673,1.143494,1.15295,1.149154,4.820821,,0.570135,0.517255,0.05288,0.204036,0.114004,1.036448,0.576599,0.507627,0.068972,0.227642,0.135664,1.094708,0.644785,0.509931,0.134855,0.473105,0.15388,1.110012,0.769614,0.506798,0.262816,0.962184,0.157141,1.116103,0.827625,0.506811,0.320815,1.189911,0.155704,1.119166
1482,15.0,15.0,20.72309,20.784471,20.640018,20.510679,20.520667,20.765969,20.77378,20.589891,20.758925,20.604086,20.401485,20.475918,20.381934,20.381134,20.376366,25.022059,24.93665,25.016853,24.97053,25.100142,25.06168,24.928194,25.15989,24.980274,25.190113,25.171323,25.18931,25.183619,25.207681,25.205166,18.539036,,20.72309,20.401485,0.321605,1.452755,0.32957,1.060372,20.784471,20.475918,0.308553,1.498438,0.447719,1.114059,20.510679,20.381934,0.128744,2.209071,0.498443,1.126427,20.765969,20.381134,0.384835,2.7513,0.529059,1.12878,20.758925,20.376366,0.382559,2.336384,0.529865,1.12895
1487,15.0,15.0,5.245055,4.310947,4.940184,4.091363,4.364362,4.412686,3.633475,4.44895,4.344255,4.05709,3.76159,3.215011,2.995319,2.372851,2.360912,7.834696,5.926222,7.869355,5.575954,7.810496,4.972925,4.85821,7.634254,4.946457,7.384266,5.813508,2.961898,2.131615,2.196589,2.634402,10.827383,,0.235569,0.169773,0.065797,0.219505,0.159063,1.017025,0.256831,0.162795,0.094036,0.256619,0.179437,1.083202,0.263253,0.162439,0.100814,0.268591,0.18137,1.101249,0.270222,0.155543,0.114679,0.277866,0.190035,1.108346,0.274353,0.15073,0.123622,0.284726,0.193439,1.111794
1492,15.0,15.0,0.278018,0.477545,0.232628,0.583378,0.157794,0.587761,0.411643,0.145029,0.604625,0.154186,0.114497,0.133952,0.13025,0.127465,0.132746,0.26176,0.334466,0.216346,0.333812,0.15666,0.369153,0.274482,0.143256,0.431151,0.156383,0.144466,0.139959,0.140309,0.139607,0.141912,0.351708,,0.278018,0.114497,0.163521,0.422883,0.181447,1.081907,0.477545,0.133952,0.343593,1.097699,0.205054,1.130372,0.583378,0.13025,0.453128,1.32777,0.224446,1.143144,0.587761,0.127465,0.460296,1.348955,0.23298,1.147267,0.604625,0.132746,0.471879,1.390344,0.231286,1.149271
1494,15.0,15.0,2.685666,3.650538,2.682957,3.361949,2.392694,3.360269,3.369545,2.267276,3.428932,2.220733,1.862448,2.272326,2.696591,2.469577,2.330998,4.372616,4.366024,4.599929,3.865989,4.274081,3.600547,4.19224,4.278599,3.674018,4.142035,2.75604,3.813454,2.694203,2.811747,3.230171,3.208629,,2.016944,1.701583,0.315361,0.985254,0.215457,1.073183,2.730976,1.714141,1.016835,2.82207,0.246794,1.138549,2.490133,1.701131,0.789002,2.315062,0.286073,1.15405,2.650029,1.703355,0.946674,2.631626,0.284008,1.158412,2.740943,1.704072,1.036871,3.216082,0.290085,1.159905
1496,15.0,15.0,5.818875,5.914441,5.602508,6.243077,5.468095,5.732787,5.789288,5.888095,5.745547,5.805021,6.004631,5.844873,6.226415,5.961756,5.674198,8.999358,7.690691,9.17914,8.205978,9.519865,8.287276,7.568943,9.331238,8.091899,9.392793,8.714362,7.601403,7.643147,7.944388,7.613807,3.791836,,3.858328,3.80874,0.049588,0.195241,0.145065,1.06347,3.874518,3.811574,0.062944,0.230726,0.146968,1.117994,3.884876,3.817069,0.067807,0.246185,0.168518,1.133622,3.879641,3.817193,0.062448,0.337997,0.1862,1.140443,3.861889,3.825989,0.0359,0.440281,0.182775,1.144154
1498,15.0,15.0,11.46459,10.696645,10.743306,10.581357,9.845482,11.407484,9.200492,8.807346,10.931818,9.272896,7.907385,6.71983,7.475791,8.246821,7.91418,20.80366,13.192591,20.430185,12.855885,20.766587,12.831276,12.826327,19.997936,13.105261,17.686853,19.655424,10.957345,6.48604,6.425067,6.748491,10.676584,,0.380023,0.286187,0.093835,0.217035,0.143434,0.992113,0.490435,0.311946,0.17849,0.552238,0.163561,1.052402,0.614339,0.321215,0.293124,0.974214,0.172539,1.06433,0.617567,0.327779,0.289788,0.981816,0.164867,1.066497,0.621728,0.322154,0.299574,0.982058,0.175306,1.066801
1506,15.0,15.0,0.239952,0.474207,0.216199,0.476274,0.221585,0.486192,0.4428,0.199623,0.525354,0.208827,0.200234,0.206177,0.202465,0.202242,0.2028,3.895426,4.63202,3.596023,4.713914,1.415546,4.753653,4.300692,1.122596,4.701989,0.965309,0.945294,0.945937,0.951204,0.948557,0.940427,0.376787,,0.239952,0.200234,0.039718,0.19865,0.132247,0.998601,0.474207,0.206177,0.26803,1.067143,0.159065,1.060357,0.476274,0.202465,0.273809,1.067626,0.16161,1.080065,0.486192,0.202242,0.28395,1.089423,0.182092,1.088628,0.525354,0.2028,0.322554,1.23069,0.183898,1.093154
1511,15.0,15.0,11.506143,11.087472,10.883842,10.051462,10.362818,10.515108,10.68123,10.782393,10.04364,9.736304,9.94929,9.996271,9.58147,9.807806,9.513686,12.879748,11.786919,12.646097,11.628876,12.319983,11.536902,11.139365,11.764979,10.694515,11.893451,10.71948,7.403037,7.660085,6.868259,6.660424,4.384281,,0.447314,0.392154,0.05516,0.140778,0.094715,1.003724,0.463714,0.39568,0.068035,0.168038,0.109496,1.075468,0.468128,0.393299,0.074828,0.176869,0.126154,1.096635,0.470986,0.391294,0.079692,0.182461,0.122807,1.105723,0.475774,0.390787,0.084987,0.188399,0.125737,1.110563
1514,16.0,16.0,4.386842,3.656003,4.106651,3.318025,3.893976,3.618376,3.353376,2.965606,3.803981,2.909883,2.374583,2.767806,1.920341,2.394353,2.36176,3.948685,4.244243,3.930969,4.381567,3.16071,4.927773,3.813613,3.20915,5.130381,2.623922,1.708526,2.289809,2.262121,2.366482,2.575004,11.203095,,2.036401,1.657284,0.379118,1.458927,0.130024,1.016068,2.023757,1.643859,0.379897,1.401903,0.154811,1.074639,1.796777,1.653102,0.143675,0.438683,0.157674,1.091376,1.801425,1.657921,0.143504,0.446982,0.157762,1.097678,1.875072,1.653382,0.221691,0.716005,0.161375,1.10045
1520,15.0,15.0,2.121558,2.179818,1.973801,1.688028,1.788001,1.972279,1.678518,1.32509,2.178235,1.076825,0.697535,0.86276,0.890553,0.614335,0.667511,5.28512,4.192655,5.314694,3.958604,5.260547,4.065798,3.912265,5.063997,4.143159,5.08756,4.861462,3.221408,2.998043,2.499112,2.410978,0.671408,,0.518751,0.47462,0.044131,0.176501,0.104534,1.035283,0.52854,0.476774,0.051766,0.204655,0.12766,1.089101,0.531189,0.476856,0.054333,0.210291,0.126975,1.103286,0.703096,0.479558,0.223538,0.684685,0.144222,1.108216,0.827531,0.478124,0.349406,1.105191,0.142393,1.110453
