patient,n_windows,n_omega_hr,ham_K1_S5,ham_K1_S10,ham_K2_S5,ham_K1_S15,ham_K3_S5,ham_K1_S20,ham_K2_S10,ham_K4_S5,ham_K1_S25,ham_K5_S5,ham_K16_S5,ham_K16_S10,ham_K16_S15,ham_K16_S20,ham_K16_S25,proj_K1_S5,proj_K1_S10,proj_K2_S5,proj_K1_S15,proj_K3_S5,proj_K1_S20,proj_K2_S10,proj_K4_S5,proj_K1_S25,proj_K5_S5,proj_K16_S5,proj_K16_S10,proj_K16_S15,proj_K16_S20,proj_K16_S25,ppg_findpeaks,ppg_official,mech_I_S5,mech_C_S5,mech_G_S5,mech_SD_S5,mech_MAD_S5,mech_wRMS_S5,mech_I_S10,mech_C_S10,mech_G_S10,mech_SD_S10,mech_MAD_S10,mech_wRMS_S10,mech_I_S15,mech_C_S15,mech_G_S15,mech_SD_S15,mech_MAD_S15,mech_wRMS_S15,mech_I_S20,mech_C_S20,mech_G_S20,mech_SD_S20,mech_MAD_S20,mech_wRMS_S20,mech_I_S25,mech_C_S25,mech_G_S25,mech_SD_S25,mech_MAD_S25,mech_wRMS_S25
3554,15.0,15.0,6.065621,5.351599,6.0179,5.605664,5.982019,5.410797,5.300622,6.081437,5.581556,6.04445,5.830781,5.02584,5.147144,5.007866,4.775772,5.094476,4.0869,4.932136,4.417739,3.783813,4.445485,3.570123,3.828007,4.614923,4.140761,3.528763,1.969759,1.695846,1.795547,1.689474,8.887118,,2.973388,2.943722,0.029666,0.192141,0.119567,0.995153,2.989494,2.936948,0.052546,0.22518,0.143565,1.061128,2.939136,2.923848,0.015288,0.837797,0.164928,1.077361,3.044418,2.922894,0.121525,1.253962,0.164872,1.083101,3.001025,2.92772,0.073305,1.066938,0.165218,1.086011
3561,15.0,15.0,5.772113,5.462601,5.17732,6.787067,5.071765,6.042116,5.099194,5.434283,6.070822,5.463854,5.443151,5.342765,6.345686,5.764514,5.401964,6.190853,4.720161,5.89255,4.716388,5.501816,5.059507,4.774505,5.848422,5.373421,5.560401,5.69577,4.331879,4.025946,4.029642,4.248667,20.656264,,0.326266,0.257287,0.068979,0.260795,0.169335,1.0122,0.345904,0.248095,0.097809,0.290079,0.180734,1.077904,0.374875,0.25161,0.123264,0.378815,0.205982,1.096516,0.374812,0.237431,0.137381,0.379336,0.213145,1.103323,0.378516,0.238721,0.139795,0.384292,0.218629,1.106769
3563,15.0,15.0,2.174907,3.419112,2.054459,3.063719,2.32844,3.488546,3.242405,2.211213,3.395231,2.314768,2.046259,2.604452,2.433221,2.808167,2.515133,4.180004,4.585042,4.132413,4.893522,3.633865,4.955121,4.038383,3.291452,5.192908,2.957259,1.918963,1.073051,1.242993,1.641399,1.885456,3.741368,,0.403228,0.197527,0.205701,0.739873,0.128998,0.942342,0.644172,0.195101,0.449072,1.251768,0.168207,1.010601,0.739315,0.200975,0.53834,1.422211,0.197032,1.033997,0.905296,0.216836,0.68846,1.632095,0.19557,1.04382,0.933099,0.223251,0.709848,1.667826,0.193195,1.048629
3581,30.0,30.0,6.04566,6.498899,5.661288,6.234541,5.730395,6.178079,6.403508,5.893794,6.082022,5.990937,6.047359,5.99102,5.956272,6.043691,5.977425,5.618444,5.175518,5.641102,5.452992,4.684643,5.524511,4.941378,4.632493,5.712658,3.535115,4.001562,3.926218,3.912222,3.510088,3.510927,5.845591,,3.898864,3.790981,0.107883,0.531777,0.152448,1.045022,4.090884,3.798529,0.292355,1.223837,0.187869,1.096024,4.035201,3.787156,0.248045,1.201803,0.196331,1.10894,4.044938,3.799974,0.244965,1.268146,0.195399,1.114697,4.048001,3.803325,0.244676,1.195025,0.198265,1.117449
3583,15.0,15.0,4.775123,4.889342,4.597123,5.131679,4.894012,4.870861,4.828524,5.127018,4.866712,5.237229,5.069984,5.062908,5.21395,4.835962,4.960697,4.193349,4.591702,3.704546,4.379337,2.302644,4.438134,3.914845,2.32432,4.310106,1.799787,2.454466,2.323003,1.6683,2.314491,2.309205,4.997392,,0.155971,0.100345,0.055627,0.159697,0.100719,0.98249,0.178383,0.106081,0.072302,0.186564,0.128195,1.036976,0.185603,0.113403,0.072201,0.194028,0.131775,1.052598,0.375728,0.117979,0.257749,0.924368,0.132902,1.059575,0.302628,0.122051,0.180577,0.62295,0.135536,1.063578
3591,15.0,15.0,10.643077,9.94455,9.997089,10.019778,9.287105,9.804882,9.833677,9.602943,10.055488,9.163281,8.667298,9.036033,8.720325,8.651803,8.859603,7.372915,5.243054,6.392545,5.857892,6.241012,6.572718,4.701525,5.836288,6.449882,6.186343,6.816286,3.988948,3.802101,4.379836,3.985131,9.37608,,11.324649,9.490693,1.833955,2.952648,1.54723,1.031925,10.604067,9.92166,0.682408,1.827805,1.015621,1.097372,10.839527,9.524408,1.315118,2.584264,0.984347,1.110586,10.582051,9.456494,1.125557,2.253583,0.88661,1.114163,10.431838,9.464974,0.966864,2.114774,0.881081,1.115932
3602,15.0,15.0,1.190415,1.431005,1.149554,1.340873,1.138434,1.380901,1.378939,1.121683,1.401938,1.116987,1.079478,1.107776,1.115989,1.119724,1.124337,0.234639,0.324956,0.184055,0.369356,0.178618,0.401622,0.247548,0.155766,0.519971,0.146787,0.123279,0.133756,0.141093,0.14542,0.147198,1.060624,,1.264598,1.15122,0.113378,0.238745,0.151576,1.052586,1.40555,1.177013,0.228537,0.701973,0.174485,1.11221,1.423628,1.185896,0.237732,0.720538,0.199278,1.126063,1.46524,1.189681,0.275559,0.861507,0.218195,1.130353,1.486738,1.194624,0.292113,0.92023,0.221973,1.132034
3605,15.0,15.0,1.978717,2.021077,1.956348,2.033365,2.027967,2.04994,1.994901,2.016468,2.066248,2.017873,2.006971,2.005742,2.008523,2.010311,2.007178,2.534796,2.726704,2.454053,2.76274,1.232873,2.930176,2.640663,1.217947,3.083625,1.214534,1.21187,1.211601,1.215358,1.213686,1.219774,3.266746,,1.978717,2.006971,-0.028254,0.440361,0.087076,0.954463,2.021077,2.005742,0.015335,0.334179,0.105884,1.031593,2.033365,2.008523,0.024842,0.345536,0.119889,1.053566,2.04994,2.010311,0.039629,0.292888,0.123769,1.063287,2.066248,2.007178,0.05907,0.243399,0.132218,1.068631
3610,15.0,15.0,3.006475,2.868393,2.823436,2.897747,2.250361,3.257212,2.665351,2.233494,2.702226,2.150097,1.862312,2.092137,1.949585,1.734229,1.766347,3.471913,3.631311,3.298452,2.787047,3.063671,2.545323,2.924639,3.050077,2.543294,1.93625,1.835884,3.053464,1.644621,0.698579,0.922257,4.29131,,2.159506,1.985403,0.174104,0.605322,0.13998,1.035072,2.202851,1.989589,0.213262,0.70436,0.151707,1.092596,2.230537,1.983667,0.246869,0.84408,0.160802,1.106875,2.194863,1.988153,0.20671,0.749809,0.166173,1.112024,2.20609,1.977056,0.229033,0.767858,0.180463,1.114633
3611,15.0,15.0,1.221589,1.236319,1.195893,1.244057,1.18596,1.243442,1.204876,1.168807,1.246585,1.174828,1.169039,1.158525,1.159857,1.156836,1.160502,1.742072,2.021825,1.707873,2.101701,0.975755,2.103941,1.983278,0.643642,2.080425,0.127061,0.095615,0.103596,0.092093,0.087186,0.085443,4.433855,,1.221589,1.169039,0.05255,0.174061,0.110691,0.966102,1.236319,1.158525,0.077794,0.201505,0.137159,1.033335,1.244057,1.159857,0.0842,0.212756,0.141179,1.053593,1.243442,1.156836,0.086606,0.20984,0.137626,1.062142,1.246585,1.160502,0.086083,0.21389,0.136974,1.066771
3628,16.0,16.0,0.179939,0.262724,0.136623,0.258482,0.124926,0.312677,0.214988,0.099224,0.305172,0.108105,0.072018,0.081001,0.0777,0.077409,0.079791,2.955274,3.465614,2.87821,3.841182,0.888981,4.071909,3.364923,1.346404,4.280564,0.225317,0.189296,0.219983,0.198371,0.19781,0.196234,0.831813,,0.17183,0.066549,0.105281,0.206305,0.128001,0.981991,0.240162,0.076453,0.163709,0.412603,0.147711,1.04173,0.253915,0.074638,0.179276,0.441472,0.148773,1.056184,0.230959,0.074305,0.156654,0.346667,0.146101,1.061023,0.29075,0.076845,0.213904,0.557472,0.150589,1.063245
3629,15.0,15.0,4.987054,3.925676,4.755691,3.374947,4.732387,4.347313,4.192974,3.402269,4.746982,3.744207,4.009478,3.439912,3.335504,3.727237,3.899634,4.052045,4.723563,3.39981,5.073312,3.183369,5.42776,3.648667,1.70497,5.314725,2.624183,1.464512,2.243121,2.057,2.2639,2.265944,3.283425,,0.460047,0.394694,0.065353,0.230503,0.150413,1.029315,0.491731,0.41516,0.076572,0.283447,0.190882,1.087866,0.508386,0.417422,0.090964,0.32265,0.191212,1.102592,0.582593,0.410668,0.171926,0.584817,0.213912,1.10772,0.872459,0.417329,0.45513,1.706389,0.217171,1.110105
3630,46.0,46.0,18.488516,18.069378,18.031427,18.087295,17.543382,18.309862,17.455048,17.738206,18.298959,18.133395,17.260514,17.102543,16.920048,17.376814,17.47456,37.712304,35.599884,37.907311,36.47328,37.576651,35.933543,35.445317,37.844957,36.204423,37.740475,37.812562,34.347742,35.334967,34.390602,34.213478,16.292101,,13.011204,12.823127,0.188077,1.063896,0.229387,1.065876,12.989771,12.79727,0.192501,1.315526,0.272132,1.120304,13.022443,12.834975,0.187468,1.260913,0.301971,1.13265,13.042033,12.818529,0.223504,1.570634,0.328185,1.136213,13.101596,12.82854,0.273056,1.792994,0.339323,1.137271
3634,15.0,15.0,3.827861,4.314915,3.711791,4.348844,3.681268,4.229262,3.846871,3.613346,4.063438,3.084844,3.152939,3.064693,3.149656,3.10194,3.147506,5.421305,4.784678,5.434871,5.33458,5.242773,4.935968,4.265821,5.091667,5.411967,4.761417,4.069614,2.149021,2.018828,2.036353,3.313476,6.746285,,0.639446,0.539758,0.099688,0.401701,0.193753,1.05538,0.720538,0.531423,0.189114,0.711011,0.217883,1.101868,0.773972,0.55573,0.218242,0.864557,0.232715,1.115771,0.946603,0.540413,0.40619,1.5056,0.255318,1.12029,0.985535,0.540227,0.445308,1.658936,0.258288,1.121879
3635,15.0,15.0,0.476825,0.540637,0.447928,0.6053,0.42386,0.667169,0.499308,0.419481,0.83653,0.430826,0.377924,0.385351,0.389879,0.389889,0.389449,5.200807,5.515418,5.170037,5.727737,4.816835,5.724501,5.465529,4.849449,5.872108,4.791488,4.76034,4.762355,4.757953,4.770434,4.783886,2.047745,,0.476825,0.377924,0.098901,0.260315,0.150403,1.042042,0.540637,0.385351,0.155286,0.402809,0.183342,1.10105,0.6053,0.389879,0.215422,0.532239,0.181441,1.116998,0.667169,0.389889,0.27728,0.835662,0.196714,1.122899,0.83653,0.389449,0.447081,1.401669,0.205802,1.12566
3649,15.0,15.0,3.028928,2.957127,2.649001,2.964708,2.474242,3.286279,2.789868,2.572045,3.21686,2.676803,2.541415,2.846852,3.02946,2.677602,2.665709,17.431888,17.403313,17.598506,17.740497,17.438973,17.786529,17.370808,16.961671,18.035211,17.395948,16.841705,16.922321,17.350869,17.333087,17.336105,0.863471,,1.334216,1.303034,0.031182,0.255188,0.195838,0.995104,1.353019,1.296256,0.056764,0.276524,0.216678,1.071422,1.377488,1.356156,0.021332,0.301912,0.180553,1.094437,1.36936,1.323405,0.045955,0.293257,0.199879,1.104377,1.373439,1.3307,0.042739,0.301005,0.196138,1.109611
3653,15.0,15.0,8.509103,8.780065,7.374978,7.986062,7.184566,7.838476,7.357643,6.041063,7.97992,5.676624,5.405888,4.740435,4.988358,4.922687,5.024976,15.346667,11.984365,15.291173,11.457091,14.014695,11.271719,12.120326,13.054952,12.353317,14.622122,11.529912,11.148245,7.696111,5.381983,8.814006,12.73708,,1.691525,0.460016,1.231508,3.27546,0.415289,1.038217,1.492549,0.431329,1.06122,2.892135,0.348835,1.094453,1.668409,0.433192,1.235217,3.433533,0.440982,1.108128,1.58289,0.362896,1.219994,3.370717,0.532859,1.111473,1.571369,0.519722,1.051646,2.992301,0.450437,1.112014
3655,15.0,15.0,0.300379,0.328682,0.26208,0.290669,0.182596,0.35977,0.282559,0.159384,0.300081,0.156838,0.146175,0.137787,0.152221,0.153077,0.153756,1.004975,0.903503,0.960727,0.918812,0.39047,0.869296,0.848207,0.384752,0.842252,0.376073,0.358236,0.357535,0.364144,0.360174,0.360629,0.176347,,0.300379,0.146175,0.154204,0.52766,0.135746,1.007282,0.328682,0.137787,0.190895,0.589477,0.16356,1.078647,0.290669,0.152221,0.138449,0.3936,0.175757,1.098287,0.35977,0.153077,0.206692,0.654883,0.180988,1.104712,0.300081,0.153756,0.146325,0.408872,0.185661,1.107582
3656,15.0,15.0,1.47674,1.368772,1.263842,1.213614,0.904299,1.329612,1.183612,0.721287,1.330147,0.608175,0.378753,0.437609,0.526777,0.392123,0.492979,1.688916,2.731245,1.387206,3.00392,0.804349,3.304775,2.549173,0.787307,3.78357,0.714761,0.537873,0.826474,0.771416,0.987646,1.06065,2.199999,,1.554173,0.310345,1.243828,2.380383,0.664096,1.055089,1.416351,0.362581,1.053769,2.123048,0.764232,1.114316,1.191046,0.470788,0.720258,1.501655,0.754806,1.126621,1.239232,0.32318,0.916053,1.800619,0.713658,1.129082,1.262431,0.417755,0.844677,1.67568,0.820937,1.129475
3663,15.0,15.0,0.250138,0.553957,0.204449,0.555733,0.190716,0.566448,0.492577,0.177317,0.591061,0.172054,0.152544,0.151964,0.141157,0.135381,0.130404,0.252762,0.309994,0.199003,0.520251,0.191518,0.510928,0.245598,0.176429,0.733543,0.147817,0.151246,0.13457,0.138814,0.130554,0.125055,0.705752,,0.250138,0.152544,0.097594,0.24429,0.155816,1.041152,0.553957,0.151964,0.401994,1.270584,0.194222,1.105256,0.555733,0.141157,0.414576,1.280995,0.208373,1.124728,0.566448,0.135381,0.431066,1.297221,0.207157,1.13267,0.591061,0.130404,0.460657,1.39806,0.205854,1.136873
3674,15.0,15.0,6.053492,6.637201,6.19844,6.418626,5.773988,6.582591,6.545418,5.709827,6.929532,5.551921,5.56033,6.041565,6.087678,5.924681,5.894813,9.09968,9.861989,8.230756,10.448946,7.23231,10.319931,8.951943,7.827583,10.346622,7.721585,7.353278,7.108759,6.820493,6.723474,6.73938,8.630172,,2.896378,2.698512,0.197866,0.777642,0.096604,0.943057,3.260955,2.694863,0.566092,1.26339,0.112361,1.002707,3.297842,2.694858,0.602984,1.240067,0.128948,1.022735,3.439674,2.695362,0.744312,1.741993,0.130521,1.031061,3.439927,2.692896,0.747031,1.742966,0.129187,1.035115
3683,15.0,15.0,4.903877,4.695156,4.662595,4.770174,4.728382,5.083613,4.517963,4.793527,4.545214,4.63903,5.155654,4.688666,4.384055,4.466656,4.128402,21.645268,21.639938,20.699601,22.131414,20.532828,21.969979,20.951205,21.194314,21.846158,21.181473,19.455748,20.758624,21.128458,21.651203,20.949167,4.077963,,0.208398,0.134869,0.073529,0.193135,0.104722,0.998743,0.235665,0.133909,0.101757,0.269156,0.12731,1.054703,0.334542,0.13438,0.200162,0.62593,0.141414,1.072287,0.459913,0.130763,0.32915,1.110813,0.162168,1.080248,0.337268,0.127556,0.209712,0.61212,0.162254,1.084658
3692,15.0,15.0,5.011968,5.084378,4.682247,4.796293,4.647478,4.658284,5.177849,4.462923,4.701787,4.879104,5.152823,5.717859,5.4154,4.348291,4.911937,6.071306,5.467149,6.035171,5.434769,5.425503,5.617532,5.137896,5.373304,5.554034,5.306834,5.349244,4.420193,3.733295,4.139524,4.139976,3.618528,,2.533478,2.507095,0.026384,0.134402,0.090251,0.899604,2.54876,2.506888,0.041871,0.166465,0.105893,0.988803,2.558515,2.513431,0.045084,0.180769,0.119698,1.016429,2.5603,2.505616,0.054684,0.186138,0.12278,1.029137,2.561923,2.507749,0.054174,0.191347,0.127298,1.036229
3695,16.0,16.0,8.474496,7.558212,7.735072,6.942189,6.592357,7.359162,7.485897,7.015957,7.002519,7.036928,6.324726,4.963181,4.989311,5.375624,5.491056,7.542978,5.68426,7.201633,6.61941,5.994738,6.890561,5.406862,6.167484,6.332471,5.456534,4.470081,2.821664,3.643816,2.957203,3.212661,7.409,,4.089577,2.862241,1.227336,3.283828,0.721443,1.052732,4.020952,2.593138,1.427814,3.804918,0.639852,1.107413,3.899748,2.970183,0.929565,3.032749,0.900215,1.115306,4.37737,3.047047,1.330323,4.02909,0.910131,1.117078,4.307995,3.384339,0.923656,3.341511,1.02212,1.117694
3696,15.0,15.0,6.669579,6.800496,6.603669,6.848002,6.614441,6.741928,6.753121,6.576203,6.850545,6.55928,6.485406,6.526891,6.55495,6.423481,6.566722,5.177452,5.970354,4.529385,6.11366,4.407769,6.140733,5.494275,3.847489,6.174877,3.429183,3.067247,2.917415,2.934222,2.936229,2.938392,6.693255,,6.669579,6.485406,0.184173,0.583415,0.324649,0.981474,6.800496,6.526891,0.273605,0.897041,0.423301,1.041594,6.848002,6.55495,0.293053,0.988779,0.382861,1.059057,6.741928,6.423481,0.318447,0.808506,0.377795,1.066215,6.850545,6.566722,0.283824,1.05247,0.398577,1.069641
3704,15.0,15.0,1.820855,1.888167,1.782831,1.912565,1.783591,1.936192,1.841022,1.774123,1.936423,1.773493,1.737004,1.74451,1.75263,1.75022,1.74918,0.681238,0.703835,0.633924,0.712063,0.641014,0.786145,0.646894,0.619692,0.722587,0.62965,0.59283,0.58491,0.590627,0.593478,0.591372,1.266062,,1.820855,1.737004,0.083851,0.23996,0.15782,1.033078,1.888167,1.74451,0.143657,0.429799,0.175048,1.08835,1.912565,1.75263,0.159936,0.49834,0.189215,1.101195,1.936192,1.75022,0.185972,0.575998,0.18782,1.106288,1.936423,1.74918,0.187243,0.576566,0.190131,1.108932
3710,15.0,15.0,3.085155,3.194637,2.738349,3.65074,2.223438,3.528414,2.781781,2.250175,3.742353,2.123825,2.232355,2.550433,2.682338,2.842956,2.878764,4.128108,4.771778,3.938538,4.413153,2.312256,4.418392,4.197928,3.422474,4.562137,3.248154,1.15265,2.869084,1.758011,1.5341,1.083633,5.461224,,0.59233,0.47739,0.11494,0.565797,0.210646,1.012376,0.615097,0.457444,0.157653,0.636383,0.233695,1.064983,0.759236,0.472235,0.287001,1.099368,0.278476,1.07654,0.740037,0.476596,0.263441,1.054302,0.287146,1.080337,0.766914,0.469042,0.297872,1.105132,0.287661,1.081946
3714,15.0,15.0,4.311548,5.125546,4.282219,4.419559,4.297628,5.060913,4.610379,4.289482,4.826634,4.273863,4.792007,4.492025,3.684426,4.826931,4.66273,6.089148,5.57171,6.058411,5.922387,5.586412,5.660861,5.342747,5.211012,6.054534,5.723115,5.403414,3.669922,4.950455,4.193548,4.228214,10.216442,,0.192113,0.113235,0.078879,0.16753,0.110284,0.994274,0.209306,0.118956,0.090349,0.195452,0.126613,1.056448,0.349304,0.114098,0.235206,0.715927,0.133263,1.076146,0.293256,0.117855,0.175401,0.485658,0.143384,1.084786,0.300231,0.115486,0.184745,0.506227,0.14116,1.08954
3716,15.0,15.0,2.041104,1.46759,2.215533,1.333844,1.375099,1.63606,1.497936,1.24258,1.429775,1.001115,1.106603,1.197448,0.181606,0.913749,0.35366,2.135973,2.203909,2.100785,2.03903,1.714242,2.465138,1.790751,1.300322,2.797967,1.361509,0.861678,0.713143,0.793654,0.856745,1.122418,3.551606,,0.213785,0.162511,0.051273,0.172906,0.106201,0.972286,0.224552,0.158473,0.066079,0.201055,0.137721,1.046214,0.234167,0.163989,0.070178,0.215002,0.144372,1.066832,0.236442,0.157902,0.07854,0.221955,0.147603,1.075018,0.238643,0.153486,0.085157,0.226555,0.151601,1.079022
3719,16.0,16.0,0.20051,0.349747,0.135235,0.469203,0.134274,0.484598,0.289155,0.109937,0.655967,0.110013,0.092656,0.104769,0.089127,0.092421,0.09978,2.724258,3.278075,2.671746,3.447367,1.437109,3.685815,3.218005,1.390428,3.64619,1.241569,0.185488,0.42287,0.477349,0.418491,0.260398,0.63207,,0.20051,0.092656,0.107855,0.23437,0.144678,0.985308,0.349747,0.104769,0.244978,0.60051,0.160472,1.043743,0.469203,0.089127,0.380076,0.993612,0.162638,1.059195,0.484598,0.092421,0.392178,0.997791,0.169419,1.065236,0.655967,0.09978,0.556186,1.700842,0.173696,1.068347
3723,16.0,16.0,0.228906,0.257842,0.181016,0.260856,0.198217,0.26514,0.20488,0.176002,0.271627,0.173449,0.152168,0.151556,0.147283,0.145224,0.154927,1.489783,1.99007,1.430914,2.14513,0.589606,2.305022,1.933938,0.562775,2.296629,0.566113,0.527291,0.528877,0.51459,0.518297,0.527085,0.953411,,0.211042,0.128647,0.082396,0.207396,0.13208,1.031784,0.236047,0.129134,0.106914,0.252461,0.153157,1.088769,0.24756,0.125743,0.121816,0.270147,0.166593,1.106769,0.253052,0.124045,0.129007,0.278786,0.170265,1.115318,0.259968,0.134394,0.125573,0.287948,0.176044,1.120063
3724,15.0,15.0,0.513259,0.816201,0.473326,0.721978,0.435097,0.706188,0.769895,0.420938,0.869688,0.408706,0.367366,0.387116,0.38382,0.383884,0.378103,0.238284,0.279729,0.195137,0.445292,0.140401,0.380241,0.232196,0.12721,0.438679,0.109242,0.074138,0.077078,0.093239,0.088224,0.088224,0.206379,,0.513259,0.367366,0.145892,0.351567,0.167156,1.061934,0.816201,0.387116,0.429085,1.434915,0.202286,1.120749,0.721978,0.38382,0.338158,1.039088,0.204274,1.136874,0.706188,0.383884,0.322304,0.946272,0.221857,1.143422,0.869688,0.378103,0.491585,1.460833,0.221006,1.14668
3731,15.0,15.0,0.298261,0.429873,0.265111,0.460903,0.256233,0.582146,0.388595,0.235249,0.677337,0.24582,0.235861,0.241725,0.245663,0.255625,0.25798,0.316787,0.453137,0.287517,0.622934,0.296197,0.676011,0.409705,0.259016,0.712637,0.271602,0.248074,0.25936,0.259882,0.260021,0.253424,6.088135,,0.298261,0.235861,0.062399,0.246121,0.136243,1.024704,0.429873,0.241725,0.188148,0.710091,0.170991,1.088018,0.460903,0.245663,0.21524,0.785679,0.175221,1.107616,0.582146,0.255625,0.326521,1.218777,0.176931,1.115633,0.677337,0.25798,0.419357,1.586147,0.177607,1.119952
3744,15.0,15.0,4.613304,4.778832,4.42235,4.119428,4.703068,4.814427,4.939961,4.485539,4.269319,4.587793,3.90012,4.500292,3.528794,4.020761,3.761289,5.746055,5.857593,5.467547,5.924492,5.981612,6.427387,5.427203,6.186211,5.844309,5.991293,6.355214,5.002882,4.498243,5.280063,3.91784,2.211598,,0.201217,0.124725,0.076491,0.192452,0.133225,1.031268,0.362481,0.117874,0.244607,0.764999,0.153283,1.083341,0.36724,0.122986,0.244253,0.7707,0.169989,1.098568,0.483853,0.124428,0.359424,1.189598,0.171476,1.104533,0.397352,0.123385,0.273967,0.841099,0.175543,1.107254
3749,15.0,15.0,1.361164,1.478684,1.335636,1.416559,1.297487,1.490591,1.44887,1.291706,1.501684,1.302661,1.291962,1.303611,1.299317,1.306929,1.310816,1.811073,1.765289,1.763551,1.887364,0.755103,2.065237,1.716667,0.734191,2.225018,0.724711,0.720553,0.697826,0.701942,0.721161,0.71767,1.236395,,1.361164,1.291962,0.069202,0.297486,0.133711,0.991141,1.478684,1.303611,0.175072,0.705063,0.14748,1.055354,1.416559,1.299317,0.117242,0.439813,0.160162,1.07341,1.490591,1.306929,0.183662,0.720959,0.170288,1.079852,1.501684,1.310816,0.190868,0.759239,0.171632,1.082804
3750,15.0,15.0,2.793473,2.719827,2.759948,2.825648,2.837972,2.80532,2.634222,2.891521,2.934989,2.981961,2.97116,2.978128,2.979655,2.980832,2.980038,7.104833,7.219421,6.628031,7.108588,5.669204,7.130027,6.672464,5.743315,7.010879,5.258246,5.476505,5.34663,5.364039,5.42621,5.179145,3.421111,,2.793473,2.97116,-0.177687,0.753848,0.121914,1.015362,2.719827,2.978128,-0.258301,1.238468,0.159351,1.069388,2.825648,2.979655,-0.154007,1.532021,0.173077,1.083981,2.80532,2.980832,-0.175512,1.606094,0.183683,1.089058,2.934989,2.980038,-0.045049,2.014534,0.203833,1.091347
3751,15.0,15.0,3.897205,4.442235,3.837082,4.292227,3.068048,4.107976,4.140501,3.19919,4.136692,2.792523,3.336362,3.576034,3.179328,3.140165,3.290674,3.664138,3.818904,3.571931,3.788588,3.184787,3.877939,3.528431,2.874265,3.906855,2.961052,3.002275,3.166673,3.065222,3.148822,3.158795,3.654571,,2.706663,2.567438,0.139224,0.619751,0.178276,1.074207,2.757298,2.571855,0.185443,0.99722,0.223151,1.124053,2.941332,2.561852,0.379479,1.763968,0.230594,1.137368,2.938418,2.570952,0.367466,1.605454,0.259085,1.142133,2.911788,2.576682,0.335107,1.390049,0.25916,1.14426
3756,15.0,15.0,1.212434,1.224788,1.185989,1.235685,1.180689,1.238424,1.193365,1.17375,1.313553,1.16831,1.147333,1.152131,1.152671,1.147494,1.145403,0.735357,0.752085,0.709047,0.820958,0.697481,0.773933,0.720189,0.683587,0.853594,0.698108,0.641456,0.642983,0.636833,0.64086,0.653325,4.578751,,1.212434,1.147333,0.065101,0.164207,0.107775,1.005145,1.224788,1.152131,0.072658,0.191007,0.120253,1.075209,1.235685,1.152671,0.083014,0.206445,0.129887,1.095887,1.238424,1.147494,0.09093,0.212032,0.136546,1.10516,1.313553,1.145403,0.168149,0.500232,0.146456,1.110414
3757,15.0,15.0,0.432557,0.535388,0.396354,0.533395,0.382819,0.598447,0.485119,0.376869,0.653857,0.385877,0.374129,0.373306,0.370507,0.371635,0.388308,0.959739,1.007971,0.9231,1.165366,0.916877,1.087875,0.954292,0.902657,1.121994,0.903956,0.88628,0.890648,0.893173,0.894208,0.89363,4.278006,,0.45036,0.392457,0.057903,0.201225,0.135504,1.079874,0.509808,0.391444,0.118363,0.386024,0.158881,1.130035,0.555917,0.385692,0.170225,0.532354,0.157117,1.14439,0.624856,0.3869,0.237956,0.77829,0.174891,1.149652,0.683436,0.404765,0.278671,0.977485,0.177608,1.151874
3758,15.0,15.0,4.2466,4.162301,4.044734,4.075057,3.684056,4.195384,4.167108,3.897861,4.483607,3.908863,3.818138,3.977722,3.934045,4.068296,4.273765,4.400173,3.978335,4.491331,4.184969,4.194113,4.192708,3.38843,3.447725,4.240477,4.348071,2.774664,2.067382,2.281754,2.405377,2.441613,6.374462,,0.505364,0.448116,0.057248,0.203346,0.120376,1.024342,0.522494,0.435301,0.087193,0.240401,0.15487,1.093017,0.531433,0.432642,0.098791,0.259302,0.159642,1.113091,0.545398,0.437952,0.107446,0.307472,0.171847,1.120512,0.715949,0.438003,0.277947,0.971853,0.181802,1.124234
3764,15.0,15.0,2.011468,2.044352,1.986939,2.080334,1.980362,2.088,2.013326,1.959018,2.074965,1.952681,1.93931,1.948745,1.945663,1.937553,1.943721,0.446568,0.542596,0.41913,0.493605,0.402209,0.499415,0.497505,0.380305,0.502339,0.380902,0.361871,0.357773,0.361934,0.35246,0.358897,3.57478,,2.011468,1.93931,0.072157,0.197102,0.124593,1.042269,2.044352,1.948745,0.095607,0.27653,0.143736,1.100837,2.080334,1.945663,0.134671,0.34941,0.159596,1.118278,2.088,1.937553,0.150446,0.359583,0.165296,1.124662,2.074965,1.943721,0.131243,0.316675,0.165045,1.127329
