model,B,n_cal,subset,UCB_K,UCB_S,UCB_cal_mean,UCB_cal_ucb,UCB_heldout_risk,UCB_regret,UCB_near_optimal,UCB_heldout_micro_risk,ERM_K,ERM_S,ERM_cal_mean,ERM_cal_ucb,ERM_heldout_risk,ERM_regret,ERM_near_optimal,ERM_heldout_micro_risk,oracle_K,oracle_S,oracle_risk,fullval_heldout_risk,regret_pure_width,regret_pure_depth,regret_balanced,regret_historical,regret_fullval
PENGUIN,16,25,0,8,2,7.662055,9.991942,6.279456,0.0,True,6.238002,8,2,7.662055,9.991942,6.279456,0.0,True,6.238002,8,2,6.279456,6.279456,0.80018,2.293761,0.263754,0.0,0.0
PENGUIN,16,25,1,8,2,5.143133,6.586746,6.517991,0.0,True,6.495303,8,2,5.143133,6.586746,6.517991,0.0,True,6.495303,8,2,6.517991,6.517991,0.782737,2.23797,0.244798,0.0,0.0
PENGUIN,16,25,2,4,4,6.503968,8.370313,6.694643,0.319842,False,6.673204,4,4,6.503968,8.370313,6.694643,0.319842,False,6.673204,8,2,6.374801,6.374801,0.835251,2.335784,0.319842,0.0,0.0
PENGUIN,16,25,3,4,4,7.896474,10.417968,6.562777,0.320068,False,6.540395,4,4,7.896474,10.417968,6.562777,0.320068,False,6.540395,8,2,6.242709,6.242709,0.801226,2.344149,0.320068,0.0,0.0
PENGUIN,16,25,4,8,2,6.480631,8.289476,6.391334,0.0,True,6.351342,8,2,6.480631,8.289476,6.391334,0.0,True,6.351342,8,2,6.391334,6.391334,0.785727,2.303183,0.288305,0.0,0.0
PENGUIN,16,25,5,4,4,6.044369,8.061654,6.738166,0.302672,False,6.727759,8,2,6.014294,8.320235,6.435494,0.0,True,6.408732,8,2,6.435494,6.435494,0.7677,2.336087,0.302672,0.0,0.0
PENGUIN,16,25,6,16,1,4.966557,5.904495,7.405512,0.880462,False,7.444649,16,1,4.966557,5.904495,7.405512,0.880462,False,7.444649,8,2,6.52505,6.52505,0.880462,2.253732,0.233587,0.0,0.0
PENGUIN,16,25,7,8,2,5.822887,7.554523,6.45362,0.0,True,6.419781,8,2,5.822887,7.554523,6.45362,0.0,True,6.419781,8,2,6.45362,6.45362,0.706254,2.293834,0.215746,0.0,0.0
PENGUIN,16,25,8,4,4,4.904624,6.203907,6.846096,0.310205,False,6.818641,4,4,4.904624,6.203907,6.846096,0.310205,False,6.818641,8,2,6.535891,6.535891,0.819053,2.23673,0.310205,0.0,0.0
PENGUIN,16,25,9,8,2,8.462504,11.149375,6.203656,0.0,True,6.165596,8,2,8.462504,11.149375,6.203656,0.0,True,6.165596,8,2,6.203656,6.203656,0.850323,2.362323,0.272086,0.0,0.0
PENGUIN,16,25,10,4,4,5.355057,6.553071,6.803442,0.321232,False,6.785462,4,4,5.355057,6.553071,6.803442,0.321232,False,6.785462,8,2,6.482209,6.482209,0.869897,2.398995,0.321232,0.0,0.0
PENGUIN,16,25,11,4,4,6.243905,7.900329,6.719271,0.314546,False,6.689881,4,4,6.243905,7.900329,6.719271,0.314546,False,6.689881,8,2,6.404724,6.404724,0.795756,2.296835,0.314546,0.0,0.0
PENGUIN,16,25,12,4,4,4.486839,5.133332,6.885659,0.302879,False,6.84882,8,2,4.458953,5.236649,6.58278,0.0,True,6.527745,8,2,6.58278,6.58278,0.823054,2.302133,0.302879,0.0,0.0
PENGUIN,16,25,13,8,2,6.405024,8.271471,6.398493,0.0,True,6.35171,8,2,6.405024,8.271471,6.398493,0.0,True,6.35171,8,2,6.398493,6.398493,0.804258,2.34104,0.27762,0.0,0.0
PENGUIN,16,25,14,8,2,5.238244,6.649805,6.508984,0.0,True,6.465448,8,2,5.238244,6.649805,6.508984,0.0,True,6.465448,8,2,6.508984,6.508984,0.827579,2.298288,0.280918,0.0,0.0
PENGUIN,16,25,15,4,4,7.315422,9.621174,6.617801,0.343883,False,6.584362,4,4,7.315422,9.621174,6.617801,0.343883,False,6.584362,8,2,6.273918,6.273918,0.828781,2.401309,0.343883,0.0,0.0
PENGUIN,16,25,16,8,2,6.713557,8.093834,6.369276,0.0,True,6.297825,8,2,6.713557,8.093834,6.369276,0.0,True,6.297825,8,2,6.369276,6.369276,0.694215,2.357894,0.258852,0.0,0.0
PENGUIN,16,25,17,8,2,3.994456,5.111311,6.626767,0.0,True,6.583843,8,2,3.994456,5.111311,6.626767,0.0,True,6.583843,8,2,6.626767,6.626767,0.758227,2.313865,0.257253,0.0,0.0
PENGUIN,16,25,18,8,2,7.370606,9.701867,6.307056,0.0,True,6.277579,8,2,7.370606,9.701867,6.307056,0.0,True,6.277579,8,2,6.307056,6.307056,0.761031,2.347073,0.286528,0.0,0.0
PENGUIN,16,25,19,8,2,10.086051,12.963148,6.049911,0.0,True,6.018736,8,2,10.086051,12.963148,6.049911,0.0,True,6.018736,8,2,6.049911,6.049911,0.795885,2.314836,0.247958,0.0,0.0
PENGUIN,16,25,20,8,2,5.590637,6.793594,6.475613,0.0,True,6.447092,8,2,5.590637,6.793594,6.475613,0.0,True,6.447092,8,2,6.475613,6.475613,0.737195,2.320344,0.269705,0.0,0.0
PENGUIN,16,25,21,4,4,6.489868,8.646418,6.695979,0.346722,False,6.66244,4,4,6.489868,8.646418,6.695979,0.346722,False,6.66244,8,2,6.349256,6.349256,0.768606,2.412577,0.346722,0.0,0.0
PENGUIN,16,25,22,8,2,7.10268,8.834165,6.332427,0.0,True,6.288602,8,2,7.10268,8.834165,6.332427,0.0,True,6.288602,8,2,6.332427,6.332427,0.749243,2.201449,0.232112,0.0,0.0
PENGUIN,16,25,23,8,2,4.060029,4.842386,6.620557,0.0,True,6.558674,8,2,4.060029,4.842386,6.620557,0.0,True,6.558674,8,2,6.620557,6.620557,0.792573,2.168559,0.25644,0.0,0.0
PENGUIN,16,25,24,4,4,7.630499,9.490907,6.587964,0.316354,False,6.551044,4,4,7.630499,9.490907,6.587964,0.316354,False,6.551044,8,2,6.271611,6.271611,0.826041,2.327004,0.316354,0.0,0.0
PENGUIN,16,25,25,8,2,7.362539,9.513046,6.30782,0.0,True,6.272616,8,2,7.362539,9.513046,6.30782,0.0,True,6.272616,8,2,6.30782,6.30782,0.755988,2.34055,0.241508,0.0,0.0
PENGUIN,16,25,26,8,2,8.736659,11.312839,6.177695,0.0,True,6.154823,8,2,8.736659,11.312839,6.177695,0.0,True,6.154823,8,2,6.177695,6.177695,0.850698,2.330797,0.270103,0.0,0.0
PENGUIN,16,25,27,4,4,6.494603,8.203336,6.69553,0.320702,False,6.650436,4,4,6.494603,8.203336,6.69553,0.320702,False,6.650436,8,2,6.374828,6.374828,0.843222,2.331756,0.320702,0.0,0.0
PENGUIN,16,25,28,8,2,8.892566,11.512841,6.162931,0.0,True,6.147741,8,2,8.892566,11.512841,6.162931,0.0,True,6.147741,8,2,6.162931,6.162931,0.822982,2.383437,0.296239,0.0,0.0
PENGUIN,16,25,29,4,4,5.452925,6.93046,6.794174,0.313424,False,6.761431,4,4,5.452925,6.93046,6.794174,0.313424,False,6.761431,8,2,6.48075,6.48075,0.796077,2.364807,0.313424,0.0,0.0
PENGUIN,16,25,30,8,2,6.044285,7.733433,6.432654,0.0,True,6.384341,8,2,6.044285,7.733433,6.432654,0.0,True,6.384341,8,2,6.432654,6.432654,0.78255,2.264002,0.256659,0.0,0.0
PENGUIN,16,25,31,4,4,8.185481,10.498315,6.535409,0.289163,False,6.505517,8,2,8.012753,10.518259,6.246246,0.0,True,6.198786,8,2,6.246246,6.246246,0.762291,2.457392,0.289163,0.0,0.0
PENGUIN,16,25,32,8,2,4.47885,5.3199,6.580896,0.0,True,6.525945,8,2,4.47885,5.3199,6.580896,0.0,True,6.525945,8,2,6.580896,6.580896,0.798021,2.415017,0.267235,0.0,0.0
PENGUIN,16,25,33,8,2,8.111904,10.577341,6.236857,0.0,True,6.205733,8,2,8.111904,10.577341,6.236857,0.0,True,6.205733,8,2,6.236857,6.236857,0.726671,2.380578,0.291571,0.0,0.0
PENGUIN,16,25,34,16,1,7.293415,8.723037,7.185166,0.880433,False,7.207316,16,1,7.293415,8.723037,7.185166,0.880433,False,7.207316,8,2,6.304733,6.304733,0.880433,2.364409,0.278465,0.0,0.0
PENGUIN,16,25,35,8,2,5.025685,6.131755,6.529113,0.0,True,6.469935,8,2,5.025685,6.131755,6.529113,0.0,True,6.469935,8,2,6.529113,6.529113,0.735391,2.325383,0.265527,0.0,0.0
PENGUIN,16,25,36,8,2,6.481982,8.319468,6.391206,0.0,True,6.344748,8,2,6.481982,8.319468,6.391206,0.0,True,6.344748,8,2,6.391206,6.391206,0.788991,2.291264,0.227315,0.0,0.0
PENGUIN,16,25,37,8,2,4.008549,4.828848,6.625432,0.0,True,6.575124,8,2,4.008549,4.828848,6.625432,0.0,True,6.575124,8,2,6.625432,6.625432,0.820484,2.249484,0.229981,0.0,0.0
PENGUIN,16,25,38,16,1,6.809985,8.165814,7.230945,0.870808,False,7.257896,16,1,6.809985,8.165814,7.230945,0.870808,False,7.257896,8,2,6.360138,6.360138,0.870808,2.353561,0.303639,0.0,0.0
PENGUIN,16,25,39,8,2,6.593872,8.353748,6.38061,0.0,True,6.326765,8,2,6.593872,8.353748,6.38061,0.0,True,6.326765,8,2,6.38061,6.38061,0.760658,2.30811,0.2675,0.0,0.0
PENGUIN,16,25,40,8,2,7.400021,9.167316,6.30427,0.0,True,6.261705,8,2,7.400021,9.167316,6.30427,0.0,True,6.261705,8,2,6.30427,6.30427,0.852105,2.31726,0.268667,0.0,0.0
PENGUIN,16,25,41,8,2,5.265945,6.498471,6.506361,0.0,True,6.444522,8,2,5.265945,6.498471,6.506361,0.0,True,6.444522,8,2,6.506361,6.506361,0.866336,2.306705,0.292509,0.0,0.0
PENGUIN,16,25,42,8,2,7.460244,9.270137,6.298567,0.0,True,6.236438,8,2,7.460244,9.270137,6.298567,0.0,True,6.236438,8,2,6.298567,6.298567,0.753215,2.352526,0.279478,0.0,0.0
PENGUIN,16,25,43,4,4,7.888688,10.280369,6.563515,0.291588,False,6.55593,8,2,7.741569,10.431968,6.271927,0.0,True,6.245163,8,2,6.271927,6.271927,0.714072,2.413897,0.291588,0.0,0.0
PENGUIN,16,25,44,8,2,5.171619,6.091847,6.515293,0.0,True,6.456829,8,2,5.171619,6.091847,6.515293,0.0,True,6.456829,8,2,6.515293,6.515293,0.762735,2.372726,0.256056,0.0,0.0
PENGUIN,16,25,45,8,2,7.705932,9.831708,6.275301,0.0,True,6.240555,8,2,7.705932,9.831708,6.275301,0.0,True,6.240555,8,2,6.275301,6.275301,0.758109,2.41789,0.281906,0.0,0.0
PENGUIN,16,25,46,4,4,7.268346,9.258203,6.622259,0.305906,False,6.591508,4,4,7.268346,9.258203,6.622259,0.305906,False,6.591508,8,2,6.316353,6.316353,0.741377,2.367585,0.305906,0.0,0.0
PENGUIN,16,25,47,8,2,5.798031,7.202905,6.455974,0.0,True,6.399486,8,2,5.798031,7.202905,6.455974,0.0,True,6.399486,8,2,6.455974,6.455974,0.769041,2.338295,0.228881,0.0,0.0
PENGUIN,16,25,48,8,2,4.950425,6.275064,6.536239,0.0,True,6.504964,8,2,4.950425,6.275064,6.536239,0.0,True,6.504964,8,2,6.536239,6.536239,0.759044,2.222521,0.26326,0.0,0.0
PENGUIN,16,25,49,8,2,4.529049,5.351352,6.576142,0.0,True,6.521404,8,2,4.529049,5.351352,6.576142,0.0,True,6.521404,8,2,6.576142,6.576142,0.792666,2.261313,0.265781,0.0,0.0
PENGUIN,16,25,50,1,16,7.928073,9.131182,8.807966,2.52445,False,8.781534,8,2,7.619189,9.871413,6.283516,0.0,True,6.24188,8,2,6.283516,6.283516,0.816383,2.52445,0.29416,0.0,0.0
PENGUIN,16,25,51,8,2,5.034544,6.324571,6.528274,0.0,True,6.475679,8,2,5.034544,6.324571,6.528274,0.0,True,6.475679,8,2,6.528274,6.528274,0.71349,2.380813,0.264294,0.0,0.0
PENGUIN,16,25,52,4,4,7.501742,10.063325,6.600157,0.319595,False,6.570242,4,4,7.501742,10.063325,6.600157,0.319595,False,6.570242,8,2,6.280562,6.280562,0.825346,2.342673,0.319595,0.0,0.0
PENGUIN,16,25,53,8,2,5.962771,7.226041,6.440373,0.0,True,6.406651,8,2,5.962771,7.226041,6.440373,0.0,True,6.406651,8,2,6.440373,6.440373,0.701519,2.339672,0.247281,0.0,0.0
PENGUIN,16,25,54,8,2,6.678694,9.025197,6.372578,0.0,True,6.347922,8,2,6.678694,9.025197,6.372578,0.0,True,6.347922,8,2,6.372578,6.372578,0.73852,2.426752,0.261607,0.0,0.0
PENGUIN,16,25,55,8,2,5.478371,6.754147,6.486244,0.0,True,6.443982,8,2,5.478371,6.754147,6.486244,0.0,True,6.443982,8,2,6.486244,6.486244,0.811032,2.29373,0.298398,0.0,0.0
PENGUIN,16,25,56,8,2,6.375588,8.383421,6.401281,0.0,True,6.367912,8,2,6.375588,8.383421,6.401281,0.0,True,6.367912,8,2,6.401281,6.401281,0.724889,2.277282,0.234216,0.0,0.0
PENGUIN,16,25,57,8,2,8.431785,11.261468,6.206565,0.0,True,6.168375,8,2,8.431785,11.261468,6.206565,0.0,True,6.168375,8,2,6.206565,6.206565,0.810172,2.438113,0.26502,0.0,0.0
PENGUIN,16,25,58,8,2,5.34694,6.220132,6.498691,0.0,True,6.454241,8,2,5.34694,6.220132,6.498691,0.0,True,6.454241,8,2,6.498691,6.498691,0.80381,2.323873,0.27975,0.0,0.0
PENGUIN,16,25,59,8,2,7.637917,10.354891,6.281742,0.0,True,6.240186,8,2,7.637917,10.354891,6.281742,0.0,True,6.240186,8,2,6.281742,6.281742,0.768412,2.424031,0.294806,0.0,0.0
PENGUIN,16,25,60,4,4,5.239767,6.69373,6.814359,0.313545,False,6.790589,4,4,5.239767,6.69373,6.814359,0.313545,False,6.790589,8,2,6.500814,6.500814,0.854493,2.283413,0.313545,0.0,0.0
PENGUIN,16,25,61,8,2,3.993457,4.782389,6.626861,0.0,True,6.585866,8,2,3.993457,4.782389,6.626861,0.0,True,6.585866,8,2,6.626861,6.626861,0.794956,2.233392,0.235487,0.0,0.0
PENGUIN,16,25,62,8,2,6.231777,7.721111,6.414899,0.0,True,6.37525,8,2,6.231777,7.721111,6.414899,0.0,True,6.37525,8,2,6.414899,6.414899,0.79225,2.311227,0.270069,0.0,0.0
PENGUIN,16,25,63,8,2,6.006848,7.724585,6.436199,0.0,True,6.393708,8,2,6.006848,7.724585,6.436199,0.0,True,6.393708,8,2,6.436199,6.436199,0.80534,2.332663,0.277574,0.0,0.0
PENGUIN,16,25,64,8,2,5.85877,6.951758,6.450222,0.0,True,6.407151,8,2,5.85877,6.951758,6.450222,0.0,True,6.407151,8,2,6.450222,6.450222,0.806793,2.391543,0.295034,0.0,0.0
PENGUIN,16,25,65,4,4,3.733952,4.816963,6.956955,0.334958,False,6.949581,4,4,3.733952,4.816963,6.956955,0.334958,False,6.949581,8,2,6.621997,6.621997,0.867065,2.393919,0.334958,0.0,0.0
PENGUIN,16,25,66,8,2,3.789487,4.553391,6.646177,0.0,True,6.588303,8,2,3.789487,4.553391,6.646177,0.0,True,6.588303,8,2,6.646177,6.646177,0.832071,2.197765,0.245524,0.0,0.0
PENGUIN,16,25,67,8,2,4.857101,6.328995,6.545077,0.0,True,6.49173,8,2,4.857101,6.328995,6.545077,0.0,True,6.49173,8,2,6.545077,6.545077,0.688007,2.366263,0.286106,0.0,0.0
PENGUIN,16,25,68,8,2,5.122636,6.57756,6.519932,0.0,True,6.46771,8,2,5.122636,6.57756,6.519932,0.0,True,6.46771,8,2,6.519932,6.519932,0.758901,2.353664,0.290857,0.0,0.0
PENGUIN,16,25,69,8,2,8.409393,10.366769,6.208686,0.0,True,6.18984,8,2,8.409393,10.366769,6.208686,0.0,True,6.18984,8,2,6.208686,6.208686,0.799291,2.349767,0.274272,0.0,0.0
PENGUIN,16,25,70,8,2,6.835247,8.073779,6.357752,0.0,True,6.302053,8,2,6.835247,8.073779,6.357752,0.0,True,6.302053,8,2,6.357752,6.357752,0.769127,2.285384,0.282698,0.0,0.0
PENGUIN,16,25,71,8,2,5.872221,7.168203,6.448948,0.0,True,6.392762,8,2,5.872221,7.168203,6.448948,0.0,True,6.392762,8,2,6.448948,6.448948,0.822776,2.353707,0.299342,0.0,0.0
PENGUIN,16,25,72,8,2,6.225393,8.441441,6.415504,0.0,True,6.367958,8,2,6.225393,8.441441,6.415504,0.0,True,6.367958,8,2,6.415504,6.415504,0.769021,2.338968,0.280632,0.0,0.0
PENGUIN,16,25,73,8,2,7.262215,9.072762,6.31732,0.0,True,6.286424,8,2,7.262215,9.072762,6.31732,0.0,True,6.286424,8,2,6.31732,6.31732,0.782555,2.29843,0.230245,0.0,0.0
PENGUIN,16,25,74,8,2,7.129017,9.4852,6.329933,0.0,True,6.293794,8,2,7.129017,9.4852,6.329933,0.0,True,6.293794,8,2,6.329933,6.329933,0.779146,2.400834,0.273194,0.0,0.0
PENGUIN,16,25,75,8,2,3.622555,4.255854,6.661985,0.0,True,6.603403,8,2,3.622555,4.255854,6.661985,0.0,True,6.603403,8,2,6.661985,6.661985,0.820562,2.301482,0.291542,0.0,0.0
PENGUIN,16,25,76,8,2,5.209172,6.500445,6.511737,0.0,True,6.466302,8,2,5.209172,6.500445,6.511737,0.0,True,6.466302,8,2,6.511737,6.511737,0.777332,2.338679,0.270298,0.0,0.0
PENGUIN,16,25,77,4,4,5.460577,6.676603,6.793449,0.300581,False,6.760739,8,2,5.408426,6.681568,6.492868,0.0,True,6.441859,8,2,6.492868,6.492868,0.756158,2.342431,0.300581,0.0,0.0
PENGUIN,16,25,78,8,2,5.335776,6.461551,6.499748,0.0,True,6.462071,8,2,5.335776,6.461551,6.499748,0.0,True,6.462071,8,2,6.499748,6.499748,0.801972,2.248071,0.263452,0.0,0.0
PENGUIN,16,25,79,8,2,5.599945,7.082741,6.474732,0.0,True,6.430989,8,2,5.599945,7.082741,6.474732,0.0,True,6.430989,8,2,6.474732,6.474732,0.785259,2.335599,0.268529,0.0,0.0
PENGUIN,16,25,80,8,2,9.664421,12.359789,6.089838,0.0,True,6.04911,8,2,9.664421,12.359789,6.089838,0.0,True,6.04911,8,2,6.089838,6.089838,0.798677,2.487444,0.283349,0.0,0.0
PENGUIN,16,25,81,8,2,8.015144,10.361773,6.24602,0.0,True,6.206063,8,2,8.015144,10.361773,6.24602,0.0,True,6.206063,8,2,6.24602,6.24602,0.822477,2.376783,0.214093,0.0,0.0
PENGUIN,16,25,82,4,4,5.653402,6.939615,6.775189,0.351151,False,6.743296,4,4,5.653402,6.939615,6.775189,0.351151,False,6.743296,8,2,6.424039,6.424039,0.870169,2.383634,0.351151,0.0,0.0
PENGUIN,16,25,83,8,2,3.694033,4.361352,6.655216,0.0,True,6.592022,8,2,3.694033,4.361352,6.655216,0.0,True,6.592022,8,2,6.655216,6.655216,0.76546,2.274216,0.277512,0.0,0.0
PENGUIN,16,25,84,4,4,8.220215,10.367724,6.53212,0.343077,False,6.504777,4,4,8.220215,10.367724,6.53212,0.343077,False,6.504777,8,2,6.189043,6.189043,0.795802,2.453392,0.343077,0.0,0.0
PENGUIN,16,25,85,8,2,6.561609,8.589259,6.383665,0.0,True,6.350783,8,2,6.561609,8.589259,6.383665,0.0,True,6.350783,8,2,6.383665,6.383665,0.839298,2.344994,0.292828,0.0,0.0
PENGUIN,16,25,86,4,4,6.597614,8.72018,6.685775,0.319483,False,6.657886,4,4,6.597614,8.72018,6.685775,0.319483,False,6.657886,8,2,6.366292,6.366292,0.74083,2.390739,0.319483,0.0,0.0
PENGUIN,16,25,87,8,2,6.067985,7.942542,6.43041,0.0,True,6.382197,8,2,6.067985,7.942542,6.43041,0.0,True,6.382197,8,2,6.43041,6.43041,0.823901,2.348137,0.230055,0.0,0.0
PENGUIN,16,25,88,16,1,5.920759,7.176757,7.315152,0.861466,False,7.344272,8,2,5.822187,7.198302,6.453686,0.0,True,6.404431,8,2,6.453686,6.453686,0.861466,2.261095,0.246179,0.0,0.0
PENGUIN,16,25,89,4,4,5.454576,6.650665,6.794018,0.313288,False,6.761281,4,4,5.454576,6.650665,6.794018,0.313288,False,6.761281,8,2,6.48073,6.48073,0.859369,2.290171,0.313288,0.0,0.0
PENGUIN,16,25,90,8,2,8.620829,11.118223,6.188663,0.0,True,6.151275,8,2,8.620829,11.118223,6.188663,0.0,True,6.151275,8,2,6.188663,6.188663,0.84383,2.344785,0.277125,0.0,0.0
PENGUIN,16,25,91,8,2,7.218489,9.950303,6.321461,0.0,True,6.278126,8,2,7.218489,9.950303,6.321461,0.0,True,6.278126,8,2,6.321461,6.321461,0.844321,2.258126,0.25946,0.0,0.0
PENGUIN,16,25,92,8,2,4.076765,4.744399,6.618972,0.0,True,6.552483,8,2,4.076765,4.744399,6.618972,0.0,True,6.552483,8,2,6.618972,6.618972,0.826101,2.206076,0.2236,0.0,0.0
PENGUIN,16,25,93,8,2,7.213263,9.261536,6.321956,0.0,True,6.298783,8,2,7.213263,9.261536,6.321956,0.0,True,6.298783,8,2,6.321956,6.321956,0.789298,2.427445,0.261826,0.0,0.0
PENGUIN,16,25,94,8,2,7.010415,9.645763,6.341165,0.0,True,6.310038,8,2,7.010415,9.645763,6.341165,0.0,True,6.310038,8,2,6.341165,6.341165,0.811367,2.346258,0.272574,0.0,0.0
PENGUIN,16,25,95,8,2,5.340708,6.396235,6.499281,0.0,True,6.456072,8,2,5.340708,6.396235,6.499281,0.0,True,6.456072,8,2,6.499281,6.499281,0.792575,2.321844,0.302056,0.0,0.0
PENGUIN,16,25,96,4,4,6.997031,8.447212,6.647952,0.306219,False,6.621756,4,4,6.997031,8.447212,6.647952,0.306219,False,6.621756,8,2,6.341733,6.341733,0.810856,2.395822,0.306219,0.0,0.0
PENGUIN,16,25,97,4,4,5.639353,7.064794,6.77652,0.321315,False,6.754313,4,4,5.639353,7.064794,6.77652,0.321315,False,6.754313,8,2,6.455205,6.455205,0.850752,2.336779,0.321315,0.0,0.0
PENGUIN,16,25,98,8,2,7.094594,9.626425,6.333193,0.0,True,6.289333,8,2,7.094594,9.626425,6.333193,0.0,True,6.289333,8,2,6.333193,6.333193,0.811054,2.353382,0.269439,0.0,0.0
PENGUIN,16,25,99,4,4,8.728334,11.120435,6.484003,0.318578,False,6.472229,4,4,8.728334,11.120435,6.484003,0.318578,False,6.472229,8,2,6.165425,6.165425,0.871768,2.45441,0.318578,0.0,0.0
PENGUIN,16,25,100,8,2,7.216706,9.457519,6.321629,0.0,True,6.254899,8,2,7.216706,9.457519,6.321629,0.0,True,6.254899,8,2,6.321629,6.321629,0.846432,2.30405,0.256546,0.0,0.0
PENGUIN,16,25,101,8,2,5.503428,6.829448,6.483872,0.0,True,6.438499,8,2,5.503428,6.829448,6.483872,0.0,True,6.438499,8,2,6.483872,6.483872,0.800643,2.199863,0.277161,0.0,0.0
PENGUIN,16,25,102,4,4,5.771669,7.232191,6.76399,0.320467,False,6.732598,4,4,5.771669,7.232191,6.76399,0.320467,False,6.732598,8,2,6.443523,6.443523,0.814603,2.358539,0.320467,0.0,0.0
PENGUIN,16,25,103,4,4,6.058836,7.442361,6.736796,0.320984,False,6.713615,4,4,6.058836,7.442361,6.736796,0.320984,False,6.713615,8,2,6.415812,6.415812,0.844751,2.302619,0.320984,0.0,0.0
PENGUIN,16,25,104,4,4,6.978495,9.066943,6.649707,0.326066,False,6.598391,4,4,6.978495,9.066943,6.649707,0.326066,False,6.598391,8,2,6.323641,6.323641,0.799394,2.355081,0.326066,0.0,0.0
PENGUIN,16,25,105,8,2,6.662595,8.835246,6.374102,0.0,True,6.34745,8,2,6.662595,8.835246,6.374102,0.0,True,6.34745,8,2,6.374102,6.374102,0.780505,2.33993,0.271781,0.0,0.0
PENGUIN,16,25,106,8,2,6.193893,7.723219,6.418487,0.0,True,6.378905,8,2,6.193893,7.723219,6.418487,0.0,True,6.378905,8,2,6.418487,6.418487,0.856945,2.352956,0.302639,0.0,0.0
PENGUIN,16,25,107,8,2,9.092709,12.214323,6.143978,0.0,True,6.11552,8,2,9.092709,12.214323,6.143978,0.0,True,6.11552,8,2,6.143978,6.143978,0.738646,2.425072,0.242128,0.0,0.0
PENGUIN,16,25,108,8,2,5.840542,7.457997,6.451948,0.0,True,6.417748,8,2,5.840542,7.457997,6.451948,0.0,True,6.417748,8,2,6.451948,6.451948,0.768242,2.298638,0.269806,0.0,0.0
PENGUIN,16,25,109,8,2,4.485738,5.300769,6.580244,0.0,True,6.546038,8,2,4.485738,5.300769,6.580244,0.0,True,6.546038,8,2,6.580244,6.580244,0.797583,2.326698,0.273029,0.0,0.0
PENGUIN,16,25,110,4,4,8.35164,10.87348,6.519674,0.30975,False,6.49046,4,4,8.35164,10.87348,6.519674,0.30975,False,6.49046,8,2,6.209925,6.209925,0.760833,2.314419,0.30975,0.0,0.0
PENGUIN,16,25,111,8,2,5.653363,6.677867,6.469673,0.0,True,6.420897,8,2,5.653363,6.677867,6.469673,0.0,True,6.420897,8,2,6.469673,6.469673,0.765135,2.269621,0.264565,0.0,0.0
PENGUIN,16,25,112,8,2,5.244387,6.83287,6.508402,0.0,True,6.4723,8,2,5.244387,6.83287,6.508402,0.0,True,6.4723,8,2,6.508402,6.508402,0.797918,2.355413,0.287045,0.0,0.0
PENGUIN,16,25,113,8,2,6.275976,8.583795,6.410714,0.0,True,6.406427,8,2,6.275976,8.583795,6.410714,0.0,True,6.406427,8,2,6.410714,6.410714,0.780378,2.322494,0.284915,0.0,0.0
PENGUIN,16,25,114,8,2,5.88591,7.352118,6.447652,0.0,True,6.388239,8,2,5.88591,7.352118,6.447652,0.0,True,6.388239,8,2,6.447652,6.447652,0.823181,2.392821,0.252651,0.0,0.0
PENGUIN,16,25,115,4,4,5.856533,7.1292,6.755953,0.313293,False,6.720147,4,4,5.856533,7.1292,6.755953,0.313293,False,6.720147,8,2,6.442661,6.442661,0.820537,2.429857,0.313293,0.0,0.0
PENGUIN,16,25,116,8,2,4.665315,5.866852,6.563238,0.0,True,6.503523,8,2,4.665315,5.866852,6.563238,0.0,True,6.503523,8,2,6.563238,6.563238,0.828768,2.267348,0.253078,0.0,0.0
PENGUIN,16,25,117,8,2,5.388087,6.627597,6.494794,0.0,True,6.443698,8,2,5.388087,6.627597,6.494794,0.0,True,6.443698,8,2,6.494794,6.494794,0.804394,2.27972,0.274163,0.0,0.0
PENGUIN,16,25,118,8,2,5.842514,8.252786,6.451761,0.0,True,6.41059,8,2,5.842514,8.252786,6.451761,0.0,True,6.41059,8,2,6.451761,6.451761,0.826743,2.330006,0.299751,0.0,0.0
PENGUIN,16,25,119,8,2,5.861286,7.174607,6.449984,0.0,True,6.442789,8,2,5.861286,7.174607,6.449984,0.0,True,6.442789,8,2,6.449984,6.449984,0.764677,2.303861,0.283459,0.0,0.0
PENGUIN,16,25,120,8,2,7.860387,10.350752,6.260675,0.0,True,6.220062,8,2,7.860387,10.350752,6.260675,0.0,True,6.220062,8,2,6.260675,6.260675,0.736892,2.426132,0.248764,0.0,0.0
PENGUIN,16,25,121,8,2,6.294354,8.350272,6.408973,0.0,True,6.354156,8,2,6.294354,8.350272,6.408973,0.0,True,6.354156,8,2,6.408973,6.408973,0.789799,2.341111,0.23824,0.0,0.0
PENGUIN,16,25,122,8,2,7.262312,9.626342,6.317311,0.0,True,6.273448,8,2,7.262312,9.626342,6.317311,0.0,True,6.273448,8,2,6.317311,6.317311,0.76719,2.349793,0.279469,0.0,0.0
PENGUIN,16,25,123,8,2,5.044198,6.27869,6.527359,0.0,True,6.451055,8,2,5.044198,6.27869,6.527359,0.0,True,6.451055,8,2,6.527359,6.527359,0.728099,2.25037,0.222618,0.0,0.0
