subject,n_blocks,SBP_K32_S1,SBP_K16_S2,SBP_K8_S4,SBP_K4_S8,SBP_K2_S16,SBP_K1_S32,SBP_K16_S1,SBP_K8_S2,SBP_K4_S4,SBP_K2_S8,SBP_K1_S16,SBP_K1_S1,SBP_K1_S2,SBP_K1_S4,SBP_K1_S8,SBP_K16_S4,SBP_K16_S8,SBP_heun50,DBP_K32_S1,DBP_K16_S2,DBP_K8_S4,DBP_K4_S8,DBP_K2_S16,DBP_K1_S32,DBP_K16_S1,DBP_K8_S2,DBP_K4_S4,DBP_K2_S8,DBP_K1_S16,DBP_K1_S1,DBP_K1_S2,DBP_K1_S4,DBP_K1_S8,DBP_K16_S4,DBP_K16_S8,DBP_heun50,MAP_K32_S1,MAP_K16_S2,MAP_K8_S4,MAP_K4_S8,MAP_K2_S16,MAP_K1_S32,MAP_K16_S1,MAP_K8_S2,MAP_K4_S4,MAP_K2_S8,MAP_K1_S16,MAP_K1_S1,MAP_K1_S2,MAP_K1_S4,MAP_K1_S8,MAP_K16_S4,MAP_K16_S8,MAP_heun50
11,105.0,9.004546,9.020712,9.209051,9.543721,10.366051,10.992134,8.994037,8.989863,9.146119,9.590002,10.606807,8.86992,8.949368,9.243149,9.777587,9.219845,9.647317,11.36139,17.961962,18.187368,17.941326,16.962165,15.006153,13.456855,17.946123,18.160509,17.95716,16.892777,15.028722,17.812131,18.116047,17.925979,16.952149,17.947559,16.956955,12.077892,9.30497,9.039859,8.674816,8.112907,7.572968,7.398493,9.320431,9.039779,8.679436,8.126629,7.58184,9.334689,9.052909,8.688939,8.108309,8.676651,8.114171,7.306178
22,105.0,18.013352,18.639076,18.929298,19.440408,20.27205,19.273679,18.012793,18.634776,18.857979,19.438154,20.1534,17.773563,18.419622,18.720978,19.383356,18.901254,19.491443,19.677771,9.593323,9.389182,9.642422,10.422679,12.289915,14.454768,9.598862,9.401764,9.622306,10.487428,12.263566,9.610377,9.375504,9.57699,10.415525,9.587359,10.402101,16.070285,14.143806,14.61798,15.277889,16.334867,17.959522,19.133967,14.14259,14.626289,15.223157,16.297996,17.885851,13.995343,14.469334,15.118218,16.23205,15.267369,16.373184,20.406482
27,105.0,16.254726,16.156582,16.04059,15.874847,15.912556,16.5817,16.255735,16.145531,16.017904,15.920416,16.297546,16.247961,16.157304,16.075145,16.048114,16.083347,16.002629,16.649802,13.110204,12.857973,13.029171,13.806493,15.615297,17.872254,13.113028,12.847081,13.038301,13.851623,15.599281,13.315359,13.021667,13.173064,13.85015,13.050093,13.810574,19.469422,11.563713,11.777673,12.105242,12.78074,13.969731,15.073321,11.569438,11.776501,12.100379,12.791237,13.973681,11.555093,11.749837,12.086422,12.771299,12.117218,12.787994,16.24997
30,105.0,16.579983,16.380997,16.260339,15.951178,15.770967,16.508849,16.593137,16.36368,16.2925,16.06895,15.874287,16.657285,16.498642,16.440811,16.19537,16.278609,16.053314,16.290681,14.285548,14.589173,14.541717,13.964864,12.390952,10.914756,14.285957,14.605473,14.551545,13.911995,12.382614,14.247835,14.552873,14.543945,13.91505,14.527243,13.89794,9.901062,18.636469,18.23842,17.642407,16.644011,15.372041,14.381104,18.649888,18.229717,17.609472,16.691478,15.212402,18.611786,18.183559,17.575226,16.57453,17.656648,16.697247,13.285493
38,105.0,12.317559,12.103667,11.957073,11.703476,11.473908,12.201146,12.291701,12.107239,11.970011,11.687226,11.647506,12.299193,12.147037,12.053714,11.847362,11.969352,11.656552,12.124162,9.264792,9.527176,9.422127,8.667436,7.068118,6.222933,9.25142,9.497425,9.4379,8.574455,7.139317,9.108845,9.416316,9.384359,8.654185,9.46881,8.688663,5.753222,13.974111,13.430758,12.69971,11.499319,10.106476,9.654589,13.974144,13.422925,12.697597,11.554378,10.156948,14.037055,13.498917,12.776752,11.597478,12.703735,11.500076,8.816268
46,105.0,17.085407,16.503609,15.97626,15.165833,14.571245,16.178738,17.07706,16.507873,15.946732,15.267358,14.640757,17.243866,16.655851,16.130898,15.30834,15.947444,15.181298,15.892874,4.983598,5.286292,5.386119,5.131861,4.89874,5.752734,5.033519,5.308174,5.385838,5.13811,5.032771,5.118993,5.361577,5.393314,5.174526,5.353858,5.130243,6.826638,10.432346,10.051753,9.62457,8.820927,7.916528,7.375866,10.42089,10.090386,9.605159,8.877327,7.924908,10.52098,10.152771,9.678531,8.911047,9.585923,8.805734,6.864016
49,105.0,5.249859,5.348588,5.479253,5.818783,6.22004,6.493311,5.276832,5.356578,5.568304,5.770365,6.299606,5.241416,5.34598,5.463488,5.724154,5.451211,5.775831,6.878054,8.70412,8.956491,8.813346,8.083269,6.231103,4.270816,8.706081,8.912421,8.827953,8.085902,6.217024,8.484096,8.798912,8.72056,8.099824,8.818064,8.061115,3.122771,11.306572,10.823041,10.125216,9.02755,7.504185,6.24641,11.320263,10.812297,10.149129,9.082665,7.416618,11.324604,10.827527,10.139312,9.010334,10.136454,9.007209,5.168033
62,105.0,10.41636,10.217164,9.994176,9.7744,9.702259,10.369931,10.410604,10.169398,10.047493,9.934792,9.931115,10.578447,10.369547,10.245487,10.036725,10.035995,9.773962,10.360472,6.821649,7.162511,7.017555,6.312663,4.852715,4.402313,6.814322,7.198821,7.034163,6.339863,4.925538,7.049003,7.38135,7.188351,6.381364,6.99956,6.261421,4.54526,10.170343,9.736635,9.130603,8.184854,6.924487,6.132125,10.17598,9.753174,9.173653,8.229745,6.996887,10.289323,9.853804,9.245304,8.270424,9.106457,8.14837,5.347569
72,105.0,14.19915,14.427944,14.463167,14.744457,14.826148,14.473495,14.166547,14.382649,14.542208,14.413437,14.792577,13.831085,14.030376,14.072476,14.226438,14.531164,14.773382,14.944301,5.241189,5.148887,5.227108,5.236547,5.473374,6.30165,5.20371,5.175265,5.203558,5.22963,5.445702,5.06289,5.112252,5.163598,5.209591,5.204257,5.253752,7.116404,7.381492,7.478961,7.610699,7.883603,8.437812,8.880946,7.377152,7.459299,7.584808,7.858619,8.337142,7.304865,7.402381,7.539214,7.802309,7.630169,7.91066,9.534269
73,105.0,18.860696,19.084399,19.087907,19.289967,19.464707,18.644833,18.859909,19.014713,19.054993,19.167829,19.63569,18.688566,18.926065,18.945586,19.190842,19.192297,19.485778,18.987759,4.531645,4.596673,4.547245,4.494674,4.852402,6.135206,4.53706,4.615153,4.563007,4.563144,4.98769,4.846707,4.891934,4.833423,4.735076,4.562347,4.437182,7.336398,3.752404,4.040031,4.553555,5.459991,6.875276,7.981899,3.766643,4.035996,4.539286,5.464038,6.94679,3.750458,4.052142,4.56299,5.511399,4.556088,5.460928,9.146925
78,105.0,9.230262,9.112121,9.103057,9.043573,9.027032,9.496353,9.21666,9.178842,9.148872,9.07986,9.004364,9.279925,9.164687,9.068994,8.993243,9.043774,8.947108,9.557298,6.283201,6.072072,6.063203,6.409852,7.369833,8.634133,6.296274,6.056247,6.032455,6.359515,7.332446,6.250796,5.980936,6.001625,6.312672,6.073371,6.419987,9.985669,5.873868,5.931186,6.106236,6.458987,7.380137,8.046528,5.866167,5.946451,6.087187,6.478148,7.385538,5.911757,5.97226,6.102809,6.472063,6.090082,6.48763,8.905532
82,105.0,20.169527,20.332348,20.509866,20.84669,20.965702,19.532524,20.165753,20.338126,20.411445,20.680015,21.073872,19.940655,20.115612,20.208741,20.668238,20.519468,20.964403,19.780183,6.007259,5.893185,5.916433,6.175034,7.214927,9.090215,5.95951,5.891851,5.910772,6.140748,7.43417,5.92424,5.839702,5.843473,6.224793,5.917412,6.175024,10.537776,8.510596,8.709793,9.052384,9.781583,11.093099,11.923278,8.504203,8.676571,9.040395,9.767418,11.107448,8.432122,8.661596,9.02222,9.775735,9.083144,9.845979,13.119067
85,105.0,10.104567,9.574906,9.264,8.727059,8.146814,9.512736,10.100417,9.603767,9.292779,8.894807,8.205428,10.315553,9.807157,9.513819,8.904095,9.259436,8.701519,9.039065,3.961572,4.244797,4.245012,3.785462,2.619905,2.364431,3.953516,4.246819,4.240184,3.780448,2.755389,3.980849,4.275458,4.220047,3.796795,4.240771,3.741326,2.895446,8.299702,7.792656,7.086377,6.046604,4.779646,4.230519,8.294517,7.771187,7.116642,6.089888,4.906284,8.388009,7.899859,7.226648,6.180097,7.109403,6.061138,3.481621
88,105.0,30.540261,30.385227,30.379924,30.207048,30.123663,30.641374,30.543844,30.44196,30.42935,30.335942,30.012577,30.556438,30.396175,30.396483,30.250965,30.315498,30.146242,30.472137,11.296458,11.531428,11.381212,10.749203,9.312432,7.915194,11.295605,11.557644,11.379057,10.641666,9.246409,11.227687,11.371591,11.160445,10.577353,11.350503,10.680263,6.872021,16.872287,16.402618,15.782979,14.771226,13.267339,12.454472,16.872837,16.436749,15.847942,14.702806,13.219329,16.90417,16.431563,15.772273,14.674733,15.750584,14.667269,11.496228
89,105.0,18.804982,18.838431,18.932007,19.020452,19.102445,18.370498,18.766693,18.861922,18.878334,18.930781,18.717387,18.476454,18.47706,18.521755,18.641527,18.911717,19.0705,18.427898,7.544774,7.673876,7.587243,7.381897,7.225827,7.743861,7.555367,7.623214,7.607859,7.377078,7.286629,7.634261,7.717486,7.622223,7.42024,7.594733,7.333233,8.33789,7.385368,7.296421,7.172826,7.06848,7.184639,7.590747,7.389745,7.298072,7.138187,7.092016,7.209634,7.379548,7.289888,7.170252,7.084223,7.161713,7.074526,8.232537
99,105.0,15.284746,15.472566,15.697087,16.137059,16.780954,14.389542,15.279776,15.480759,15.554372,16.16732,16.27349,15.0259,15.135878,15.285406,15.826394,15.717592,16.37211,14.714908,5.864519,5.717275,5.874248,6.543965,8.333459,10.290575,5.883976,5.766406,5.874689,6.630102,8.527348,6.51189,6.325448,6.442596,6.995031,5.828471,6.479248,12.124362,7.283112,7.684747,8.276143,9.375901,11.107323,11.789692,7.290657,7.685082,8.267937,9.404642,11.029405,7.302631,7.701173,8.285761,9.368149,8.269365,9.403868,13.124784
100,105.0,15.031254,15.180519,15.284168,15.29773,15.43627,15.459507,15.062538,15.213362,15.145442,15.246933,15.773089,15.175115,15.317442,15.423468,15.562439,15.259129,15.442211,15.606171,5.549636,5.808622,5.806311,5.433987,5.239688,6.064131,5.567934,5.821866,5.787208,5.531947,5.238009,5.93148,6.076829,6.059215,5.643487,5.817586,5.472317,7.019106,5.735679,5.927362,6.258954,6.805169,7.636561,8.28849,5.734121,5.947635,6.227782,6.76874,7.709895,5.754253,5.939304,6.240032,6.826425,6.241757,6.824535,9.155384
103,105.0,10.432057,10.447039,10.468835,10.456766,10.610476,10.606906,10.449808,10.548817,10.478799,10.487667,10.781392,10.488606,10.483868,10.500247,10.55339,10.380823,10.312094,10.894041,5.253026,5.401969,5.238112,4.748065,4.309982,4.802812,5.236123,5.410567,5.225286,4.838818,4.319431,5.34623,5.430687,5.200978,4.777893,5.242738,4.726196,5.645836,6.133352,5.962305,5.783634,5.568835,5.572876,5.885258,6.113444,5.964498,5.767441,5.609687,5.626295,6.120754,5.969872,5.791919,5.602574,5.772632,5.560343,6.490919
110,105.0,11.472569,10.890415,10.598945,10.108279,9.943403,11.001483,11.520606,10.850301,10.710708,10.499054,10.117662,11.89809,11.361448,11.140742,10.630515,10.605188,9.997997,10.853407,6.5984,6.753454,6.636065,6.213188,5.343838,4.81303,6.57844,6.74329,6.643142,6.24,5.368926,6.554699,6.761813,6.716296,6.2756,6.634909,6.162469,5.177286,7.503127,7.199552,6.767286,6.088417,5.420196,5.383665,7.521574,7.203303,6.793795,6.224625,5.476498,7.663316,7.341217,6.909508,6.217203,6.774422,6.079201,5.560658
126,105.0,11.316776,11.220752,11.282936,11.267102,11.248622,12.888678,11.342878,11.243124,11.323663,11.325346,11.139981,11.547906,11.438242,11.459688,11.288122,11.244565,11.181521,12.885976,7.424634,7.526365,7.417864,7.153447,6.673149,6.740816,7.447935,7.47811,7.399699,7.016889,6.723565,7.38002,7.413578,7.328212,7.029752,7.417976,7.207669,6.921634,8.805884,8.626797,8.35749,8.040071,7.656068,7.572163,8.810013,8.605636,8.349798,8.01097,7.621828,8.813276,8.603041,8.322921,7.988843,8.372983,8.065551,7.417791
129,105.0,19.009399,19.285053,19.385544,19.875088,20.176388,19.546417,19.035004,19.246466,19.481679,19.791203,20.272174,18.932612,19.188928,19.423427,19.859506,19.450251,19.769033,19.681807,7.5095,7.696653,7.62804,7.244486,6.657066,6.463437,7.514565,7.693493,7.603304,7.334397,6.657675,7.591979,7.754684,7.687693,7.317352,7.62399,7.240497,6.540573,9.219608,9.23438,9.242849,9.376499,9.586229,9.633324,9.240548,9.230519,9.269308,9.329768,9.44444,9.222354,9.206669,9.198128,9.277024,9.244885,9.350073,9.988895
142,105.0,8.007401,8.453436,8.784864,9.294508,9.717231,8.512739,8.041377,8.467716,8.783497,9.246339,9.516642,8.032818,8.381926,8.642395,9.075244,8.774209,9.231552,8.799876,20.758418,21.120787,20.988075,20.224639,18.278348,16.111322,20.739659,21.052241,20.980345,20.215644,18.336752,20.684019,21.097954,21.039479,20.254219,21.033128,20.230715,14.381456,16.769219,16.264384,15.562681,14.354289,12.699291,11.571787,16.771217,16.263736,15.56413,14.42018,12.696217,16.816517,16.311518,15.61174,14.415394,15.562041,14.358968,10.210754
149,105.0,14.600533,14.605137,14.566771,14.511395,14.527153,14.315003,14.591443,14.590602,14.523912,14.54186,14.627234,14.675241,14.619246,14.595972,14.643669,14.548535,14.530742,14.227278,5.854353,5.508006,5.552627,6.013464,7.499211,8.971813,5.829965,5.50516,5.604284,6.110189,7.326301,5.886853,5.586354,5.590139,6.005382,5.553057,6.043449,10.382538,6.741367,6.838657,6.987033,7.38326,8.113109,8.684105,6.731416,6.831392,6.986714,7.328109,8.052916,6.748905,6.841179,7.001146,7.319043,7.009336,7.386175,9.623143
154,105.0,10.452112,10.731046,10.980321,11.320737,11.605491,11.433124,10.452322,10.776559,11.005117,11.26624,11.852356,10.429477,10.711612,10.869917,11.306913,10.930957,11.238717,11.731406,12.460249,12.722622,12.627108,11.948699,10.313462,8.74772,12.416784,12.739408,12.646709,11.91433,10.260481,12.233798,12.613987,12.555913,11.888383,12.628639,11.953864,7.694569,8.576279,8.308772,7.976266,7.444721,6.875546,6.685389,8.565898,8.303324,7.943,7.465696,6.993314,8.631867,8.367471,8.046145,7.562816,7.98025,7.480697,6.412468
171,105.0,8.744817,9.126004,9.810364,11.127947,12.431685,13.255137,8.73094,9.09606,9.759113,10.939568,12.498352,8.699795,9.00952,9.630156,10.963858,9.855666,11.257082,14.089624,14.140124,14.562242,14.868666,14.902399,13.89053,12.995139,14.091575,14.524693,14.867105,14.822841,13.909312,13.88755,14.364013,14.705354,14.783252,14.909262,14.911941,11.670149,3.678885,3.732802,3.859627,4.20567,4.975149,5.675376,3.675574,3.753209,3.8347,4.203648,5.049833,3.681188,3.727712,3.843916,4.237667,3.84309,4.205639,6.674541
179,105.0,9.533992,9.167265,8.926468,8.5245,8.294386,9.434499,9.532479,9.163609,8.94711,8.720349,8.632516,9.680465,9.314682,9.161162,8.970418,8.912086,8.475734,9.397692,16.955345,17.297075,17.19534,16.392603,14.658887,12.972647,16.985836,17.365784,17.190684,16.257383,14.609744,16.919734,17.224783,17.024125,16.185535,17.140788,16.357406,11.472051,15.53816,15.026286,14.353626,13.246055,11.739906,10.572575,15.523447,15.028223,14.393313,13.317152,11.606952,15.557297,15.057663,14.369935,13.206927,14.347665,13.200073,9.385542
180,105.0,9.301825,9.483494,9.662298,9.806269,10.109941,10.136505,9.280365,9.496384,9.586524,9.762749,10.429942,9.198756,9.428508,9.648465,9.935813,9.650164,9.882435,10.639424,8.727446,8.428607,8.417312,8.784689,9.876738,10.948502,8.761813,8.441348,8.380626,8.783623,9.74605,8.72689,8.373382,8.33656,8.745195,8.439801,8.834803,11.904986,8.799385,9.089633,9.558356,10.306571,11.351267,11.993418,8.797068,9.090548,9.551305,10.277765,11.2738,8.731133,9.029038,9.472126,10.221446,9.558683,10.314324,12.839016
185,105.0,8.861519,9.14318,9.367385,9.548089,9.973929,9.992486,8.860639,9.120278,9.279741,9.582194,10.274035,9.036422,9.264269,9.49547,9.886081,9.366682,9.589339,10.16843,16.905874,17.103308,16.832096,15.678265,14.04244,12.326437,16.834662,17.099416,16.741294,15.683473,13.948159,16.388059,16.740915,16.677809,15.711562,16.841265,15.794175,10.248817,15.550133,15.107503,14.539619,13.608348,12.498324,12.409234,15.545721,15.137446,14.569909,13.631986,12.50225,15.615962,15.182762,14.586716,13.630532,14.506064,13.540037,11.571418
191,105.0,14.484054,14.643198,14.723276,14.98547,14.982155,13.751219,14.470633,14.664693,14.754541,14.847707,14.960066,14.346544,14.570842,14.647829,14.813228,14.750773,15.021895,13.921599,5.739206,5.856944,5.847883,5.603254,5.120227,4.805943,5.735979,5.902072,5.854746,5.553086,4.9912,5.760888,5.891857,5.781578,5.499145,5.83314,5.586159,5.113679,7.630382,7.503528,7.361804,7.149083,7.015773,6.851676,7.631016,7.535332,7.369325,7.170047,6.990733,7.635956,7.510266,7.327523,7.13586,7.332098,7.124092,6.954421
203,105.0,17.037452,17.450465,17.677942,18.080138,18.639449,17.433871,17.021455,17.450224,17.558134,18.104209,18.910606,17.034007,17.443592,17.670893,18.255194,17.694035,18.163537,17.916032,14.034618,13.703073,13.773014,14.388235,16.031235,17.809721,14.013308,13.730193,13.787711,14.430478,16.145767,14.313055,13.908044,13.895522,14.52046,13.769537,14.42311,19.283613,13.592524,14.049234,14.730722,15.755291,17.222915,18.244872,13.584927,14.063719,14.667157,15.738854,17.346233,13.579582,14.047335,14.718197,15.830328,14.713139,15.811474,19.475799
205,105.0,33.884803,34.144369,34.373148,34.901743,35.394973,33.271621,33.889177,34.129474,34.379454,34.989206,35.34263,33.786753,34.081364,34.381987,34.966186,34.383495,34.951076,33.274027,7.864433,7.643711,7.872137,8.801579,10.934981,13.071623,7.884198,7.650085,7.917919,8.870115,10.845247,7.977225,7.748944,7.870881,8.761517,7.84759,8.796251,14.904648,12.793485,13.27215,13.984968,15.178469,16.824944,17.97731,12.786934,13.271375,13.965388,15.13295,16.874982,12.758965,13.245119,13.960444,15.176911,13.982586,15.186297,19.330571
208,105.0,7.262748,6.944219,6.863385,6.959379,7.315609,8.040913,7.218326,7.006106,6.953313,7.025194,7.391417,7.174453,6.961597,6.975564,7.144239,6.833269,6.895309,8.192912,8.734685,9.183213,9.232794,8.510583,6.965534,5.81683,8.732381,9.192573,9.22637,8.489691,7.011642,8.587487,9.016341,9.040871,8.44122,9.182499,8.519387,5.063761,9.824118,9.318553,8.635334,7.6141,6.511036,5.93556,9.821496,9.322971,8.682879,7.686212,6.512963,9.903078,9.395805,8.717746,7.687171,8.630116,7.524107,5.142982
210,105.0,10.769222,11.703529,12.905532,14.24459,15.227354,14.035246,10.743374,11.698858,12.830541,14.044124,15.062066,10.587054,11.479996,12.593064,13.958516,12.872092,14.251003,14.177047,2.687313,2.752577,2.768269,2.987317,4.166935,5.757666,2.716385,2.748866,2.790769,3.077196,4.254071,2.93648,2.970314,2.999823,3.18835,2.736039,2.908885,7.372235,4.30701,4.590551,5.01022,5.796608,7.194426,8.231716,4.314292,4.588789,5.000668,5.762361,7.193772,4.302734,4.560734,4.985092,5.769153,5.018039,5.815351,9.557504
214,105.0,10.763322,10.664035,10.602977,10.468176,10.638897,12.072005,10.791329,10.659317,10.658423,10.665431,10.606566,10.878764,10.801674,10.762493,10.625822,10.582768,10.355876,12.164803,11.363622,11.590087,11.265153,10.206319,8.162352,6.420486,11.361064,11.526749,11.235168,10.163044,8.051259,11.023553,11.350661,11.138158,10.071419,11.274243,10.245823,5.052433,14.633894,14.11847,13.39034,12.170071,10.511963,9.773931,14.645229,14.121358,13.385999,12.189903,10.430392,14.611901,14.081178,13.342449,12.118048,13.38581,12.173069,8.558128
225,105.0,8.014517,7.800882,7.802277,7.664965,7.391166,8.14944,8.029542,7.843887,7.842293,7.671332,7.302905,8.091602,7.871945,7.80254,7.610004,7.732092,7.418496,7.776534,13.468649,13.870262,13.563256,12.677678,10.929001,9.231112,13.455396,13.843931,13.549609,12.64227,10.943504,13.168215,13.624868,13.422484,12.634101,13.568235,12.724967,7.908092,17.221875,16.719467,15.980862,14.794144,13.075779,11.808529,17.234294,16.734252,16.017994,14.87479,13.126953,17.374844,16.870582,16.126521,14.91556,15.963366,14.717719,10.450425
234,105.0,33.085589,32.215383,30.968722,29.448068,27.692958,28.723692,33.087083,32.224807,31.042719,29.285079,27.837081,33.175284,32.307491,30.966987,29.345956,30.930045,29.396818,28.19155,23.040152,23.006287,22.445778,21.240282,18.690501,15.748687,23.043895,22.948868,22.459055,20.992912,18.390958,22.564882,22.571615,22.099353,20.846422,22.48316,21.275651,13.686928,25.617004,25.139959,24.441359,23.330195,21.556478,20.255932,25.624524,25.135646,24.486136,23.309486,21.447448,25.604789,25.113839,24.409081,23.231042,24.446476,23.289417,18.899661
243,105.0,17.874772,18.182203,18.399702,18.495648,18.815477,18.232599,17.882723,18.19618,18.344903,18.59735,18.617783,17.781352,18.087328,18.292648,18.441441,18.402729,18.605048,18.208233,7.046274,7.352308,7.400396,6.989318,6.153214,5.767323,7.011638,7.356153,7.469252,7.012886,6.206522,7.18882,7.438626,7.490738,7.026417,7.405674,6.958001,5.73166,9.321005,9.303643,9.287193,9.313277,9.403929,9.690421,9.320526,9.296715,9.299761,9.294837,9.470213,9.346436,9.329514,9.31114,9.335535,9.291653,9.298772,9.8803
245,105.0,18.709,18.701449,18.83166,18.928674,19.048665,19.303763,18.703476,18.727598,18.837078,19.004473,19.016202,18.724313,18.690422,18.781633,18.904846,18.802549,18.919688,19.315706,6.428985,6.461156,6.429092,6.357759,6.520918,7.707581,6.44093,6.509585,6.457854,6.371262,6.783687,6.635404,6.607539,6.49593,6.400025,6.429092,6.316443,8.870329,9.719854,9.612262,9.431388,9.231898,9.188213,9.422066,9.736409,9.598672,9.433914,9.239828,9.259067,9.74302,9.621453,9.45926,9.293218,9.445309,9.216471,9.740435
256,105.0,9.207119,9.41826,9.515601,9.807544,10.037316,9.558807,9.187158,9.34532,9.456693,9.634317,9.975019,9.002677,9.134259,9.231239,9.529716,9.588318,9.927978,9.981954,13.09998,13.488588,13.299986,12.553273,10.896578,9.239811,13.13231,13.42797,13.302304,12.547292,10.917561,13.077909,13.457322,13.29906,12.521284,13.33987,12.603852,8.019159,12.038095,11.566862,10.952322,9.968389,8.767453,8.004894,12.014494,11.598845,10.978881,10.037957,8.782654,12.135979,11.692822,11.057208,10.067864,10.918569,9.915712,7.094583
261,105.0,14.776566,14.467638,14.213873,13.832606,13.587699,15.349023,14.769697,14.449546,14.290371,13.950898,13.697609,14.840857,14.551593,14.352989,13.986642,14.211048,13.731235,15.126104,9.100905,8.929756,9.00404,9.407795,10.484144,11.717512,9.098234,8.908814,8.966304,9.407516,10.46403,9.16103,8.983272,9.027965,9.384157,8.994694,9.414901,12.816989,4.929021,4.80931,4.652014,4.688334,4.949436,5.237242,4.92172,4.763941,4.688183,4.673515,4.895255,4.895632,4.777964,4.659733,4.630155,4.710674,4.697558,5.779709
268,105.0,7.320947,7.288229,7.253395,7.254437,7.437813,7.635189,7.317351,7.307102,7.273026,7.470606,7.666926,7.477803,7.477037,7.510493,7.67333,7.241018,7.234217,7.691599,17.267853,17.629552,17.487309,16.683083,15.011114,13.047531,17.24524,17.618782,17.439382,16.657633,14.998479,17.108889,17.523992,17.382556,16.637624,17.483122,16.69292,11.614847,17.566655,17.069192,16.386032,15.309201,13.785787,12.65732,17.566707,17.071056,16.402156,15.319075,13.766485,17.579994,17.083835,16.397189,15.302615,16.38525,15.297581,11.444688
273,105.0,17.688161,16.883507,16.30226,15.486524,14.940445,16.00041,17.665002,16.937882,16.270572,15.60429,14.939733,18.007528,17.177034,16.488351,15.663839,16.236438,15.466619,15.744665,11.989068,12.377303,12.519264,12.057659,10.380374,8.598755,12.006293,12.338456,12.498823,11.983172,10.390044,11.658769,12.030227,12.275002,11.977818,12.532018,12.122608,7.074103,14.95494,14.469311,13.858275,12.837719,11.340138,10.403416,14.955078,14.491193,13.885605,12.82388,11.337469,14.997821,14.511409,13.88204,12.825579,13.837864,12.784256,9.346314
297,105.0,10.18371,10.565172,11.008922,11.88311,12.507643,12.385405,10.182608,10.555867,11.11025,11.838078,12.731423,10.342035,10.700415,11.250543,12.099616,10.997944,11.735453,12.600679,5.249985,5.097975,5.065603,5.111354,6.010772,7.144119,5.203279,5.077956,5.072495,5.199222,5.897643,5.38775,5.227823,5.108579,5.174961,5.061968,5.089837,8.576209,7.107952,7.097729,7.104609,7.217603,7.736562,8.133642,7.099112,7.101468,7.077568,7.274982,7.717899,7.055264,7.056296,7.090723,7.241216,7.097768,7.254125,8.734221
302,105.0,13.870563,14.163592,14.205426,14.50914,15.01649,13.69034,13.876947,14.121068,14.271684,14.576306,14.929386,13.91335,14.180557,14.291151,14.554257,14.221541,14.553235,14.058571,7.707178,7.973314,7.803977,7.157245,5.973718,5.127176,7.708751,7.952629,7.822578,7.257096,6.031404,7.742185,8.040938,7.899744,7.222066,7.821419,7.167672,4.714634,8.035467,7.768526,7.419301,6.861621,6.499113,6.444251,8.025284,7.75638,7.36948,6.935366,6.595154,8.041577,7.792215,7.452193,6.986408,7.432607,6.951141,6.331701
304,105.0,9.773538,9.310425,9.028338,8.769758,8.801484,9.377965,9.800456,9.328516,8.945964,8.876068,8.989767,10.041633,9.565743,9.230167,9.128721,8.972289,8.663099,9.337656,12.603177,12.627138,11.837483,10.028182,7.471506,5.150979,12.613971,12.641858,11.857444,9.97231,7.390863,12.447729,12.532558,11.773538,9.884241,11.898394,10.00977,4.658192,8.090158,7.819676,7.484465,6.945633,6.354487,6.03927,8.085339,7.820267,7.471766,6.962822,6.290705,8.078265,7.80691,7.46833,6.928601,7.483567,6.940591,5.831883
306,105.0,23.476654,23.671912,23.890834,24.387447,24.683488,23.729398,23.494114,23.685395,23.928413,24.237825,24.848559,23.496677,23.667961,23.937715,24.410485,23.914363,24.376815,24.139684,9.136767,9.055387,9.057164,9.315399,9.947232,10.93026,9.116449,9.071482,9.159404,9.391656,10.027071,9.162503,9.133506,9.177883,9.355271,9.060873,9.243139,11.830813,12.131095,12.271401,12.426724,12.785037,13.444995,13.873782,12.153995,12.25596,12.426813,12.746283,13.508483,12.132842,12.250217,12.415061,12.806699,12.443379,12.803439,14.579428
315,105.0,13.775295,14.127131,14.233532,14.546916,14.924747,14.395511,13.737179,14.102864,14.227644,14.525943,15.035159,13.639216,14.004737,14.203534,14.575051,14.267959,14.6261,14.686313,6.50004,6.689934,6.360037,5.647398,4.46557,4.009987,6.510021,6.667177,6.374296,5.633568,4.549121,6.37727,6.58831,6.387598,5.672861,6.361832,5.63575,4.441225,6.79263,6.948652,7.212634,7.758027,8.639942,9.499718,6.788087,6.939902,7.21528,7.735344,8.704331,6.82447,6.987046,7.250307,7.785118,7.2236,7.767773,10.277747
321,105.0,10.179389,10.354288,10.390268,10.697367,10.751454,10.435554,10.171894,10.321767,10.480028,10.508791,10.923931,10.32131,10.427553,10.45431,10.665886,10.400188,10.546689,10.690566,10.812084,11.103596,10.927498,10.122407,8.409062,7.026635,10.723092,11.113499,10.889895,10.159596,8.533125,10.593235,11.019438,10.907841,10.223344,10.938263,10.085797,6.334256,7.506252,7.220362,6.878806,6.352585,5.90258,6.157024,7.489042,7.240215,6.890897,6.42813,6.030672,7.663148,7.398568,7.040409,6.549683,6.85655,6.336784,6.369964
