subject,n_blocks,SBP_K32_S1,SBP_K16_S2,SBP_K8_S4,SBP_K4_S8,SBP_K2_S16,SBP_K1_S32,SBP_K16_S1,SBP_K8_S2,SBP_K4_S4,SBP_K2_S8,SBP_K1_S16,SBP_K1_S1,SBP_K1_S2,SBP_K1_S4,SBP_K1_S8,SBP_K16_S4,SBP_K16_S8,SBP_heun50,DBP_K32_S1,DBP_K16_S2,DBP_K8_S4,DBP_K4_S8,DBP_K2_S16,DBP_K1_S32,DBP_K16_S1,DBP_K8_S2,DBP_K4_S4,DBP_K2_S8,DBP_K1_S16,DBP_K1_S1,DBP_K1_S2,DBP_K1_S4,DBP_K1_S8,DBP_K16_S4,DBP_K16_S8,DBP_heun50,MAP_K32_S1,MAP_K16_S2,MAP_K8_S4,MAP_K4_S8,MAP_K2_S16,MAP_K1_S32,MAP_K16_S1,MAP_K8_S2,MAP_K4_S4,MAP_K2_S8,MAP_K1_S16,MAP_K1_S1,MAP_K1_S2,MAP_K1_S4,MAP_K1_S8,MAP_K16_S4,MAP_K16_S8,MAP_heun50
752,105.0,10.720651,10.526246,10.31252,10.260058,10.10231,9.972055,10.715534,10.508574,10.282679,10.052153,10.171951,10.715092,10.525053,10.294882,10.188554,10.322423,10.234893,10.192367,17.527095,17.702445,17.457591,16.461215,14.424791,12.571935,17.532528,17.702703,17.495921,16.46553,14.419825,17.424169,17.598614,17.365069,16.402506,17.499871,16.547893,11.003492,16.943357,16.484041,15.842065,14.772732,13.443225,12.760269,16.949035,16.498598,15.865014,14.770735,13.401788,16.992656,16.518375,15.855647,14.722283,15.828896,14.742057,12.00441
755,105.0,10.777238,11.520694,12.620508,14.371942,16.242469,16.163903,10.759117,11.569706,12.656825,14.359339,16.293117,10.779601,11.547112,12.628754,14.377221,12.593834,14.394715,16.593924,5.550386,5.15634,5.251883,6.373441,8.742184,11.257093,5.560773,5.133072,5.302506,6.442331,8.730599,5.687641,5.20926,5.293551,6.414383,5.283968,6.35619,13.158098,8.572428,9.024294,9.643992,10.663488,12.139518,13.32194,8.57509,9.032241,9.611616,10.618182,12.074575,8.45221,8.90128,9.511753,10.565227,9.636365,10.692152,14.443723
760,105.0,21.741854,22.047781,22.250068,22.649753,23.458242,21.744365,21.705876,22.057023,22.122649,22.712115,23.173291,21.517559,21.877605,22.027582,22.490005,22.29045,22.842662,22.30313,3.244047,3.017511,3.196156,3.766075,5.144573,6.785005,3.237478,3.054699,3.187145,3.785908,5.101155,3.592983,3.325514,3.422504,3.855636,3.169485,3.747331,8.205373,6.009541,6.489272,7.240201,8.324878,9.899857,10.810971,6.007225,6.498626,7.166789,8.322688,9.811521,5.928081,6.391137,7.112828,8.256391,7.234584,8.404575,12.023399
762,105.0,9.534538,9.548661,9.626241,9.702311,9.952972,9.83642,9.510115,9.568919,9.596305,9.754767,10.014319,9.551428,9.58752,9.57142,9.755922,9.641354,9.748556,10.135436,14.271142,14.50128,14.273705,13.416891,11.762878,10.333509,14.234713,14.484355,14.238319,13.332275,11.696525,14.139831,14.382059,14.156635,13.278625,14.276865,13.445115,9.312342,15.452076,14.966961,14.341143,13.303583,11.995458,11.376569,15.432005,14.998376,14.352796,13.306842,11.989836,15.47508,15.007448,14.349064,13.294984,14.30913,13.2708,10.615081
775,105.0,21.49325,21.47406,21.419747,21.539843,21.555019,21.322483,21.521425,21.419503,21.422413,21.473595,21.717822,21.613349,21.551806,21.563252,21.673611,21.491082,21.538541,21.284203,10.01819,9.775038,9.73375,10.206247,11.87523,13.892953,10.109976,9.793812,9.7428,10.342535,12.049064,10.226343,9.934578,9.955136,10.494428,9.733203,10.183152,15.511563,10.6457,10.869466,11.196528,11.724632,12.58197,13.21365,10.664137,10.87777,11.185358,11.70623,12.578267,10.620601,10.830148,11.145372,11.691681,11.177877,11.707298,14.088568
783,105.0,14.001228,13.973914,13.925712,14.070712,14.199504,13.148389,13.996219,13.998428,13.921127,14.034251,13.753184,13.917518,13.867724,13.718336,13.657904,13.904645,13.989354,13.267829,10.579338,10.67813,10.598052,10.107336,9.193474,8.403309,10.604463,10.737272,10.656575,10.042198,9.076538,10.482613,10.596427,10.402547,9.904534,10.573313,10.081245,7.899192,9.995299,9.827999,9.588327,9.222856,8.764505,8.492842,10.013457,9.831846,9.595837,9.211617,8.685025,9.975981,9.796496,9.544712,9.147457,9.58318,9.210003,8.360414
795,105.0,10.987243,11.416613,12.073807,13.221764,14.606045,13.830346,11.020375,11.431414,11.9707,13.124096,14.562956,10.982694,11.414782,12.04191,13.152164,12.044023,13.336194,14.580092,7.883898,8.134518,7.752046,6.38801,4.25924,3.137186,7.876839,8.061259,7.711101,6.439388,4.406288,7.734967,8.007308,7.704615,6.484147,7.754566,6.476204,3.124587,5.26767,4.909873,4.479374,3.891205,3.270223,3.267658,5.24942,4.912734,4.525855,3.872258,3.303989,5.315292,4.994995,4.558768,3.866044,4.474871,3.857275,3.646729
808,105.0,52.288417,53.180235,54.250845,55.639214,56.81201,55.608479,52.299896,53.197852,54.209729,55.576968,56.957293,52.12468,53.052397,54.103855,55.592423,54.245604,55.652474,56.179595,24.657746,24.370423,24.320224,25.035866,27.060132,28.848191,24.636712,24.395947,24.349337,25.106012,27.07649,24.692336,24.315808,24.300906,25.146977,24.322602,25.011356,30.671271,32.852499,33.415625,34.167352,35.434883,37.150133,38.172005,32.860091,33.409758,34.147431,35.352102,37.150746,32.761056,33.314979,34.068463,35.351954,34.173484,35.461887,39.625536
812,105.0,14.455454,14.308472,14.150228,14.006795,14.011479,14.569465,14.47504,14.300465,14.176454,14.198881,14.102222,14.426924,14.308014,14.244832,14.186446,14.183432,13.929454,14.361863,8.611279,8.626439,8.525034,8.317982,8.23923,9.005274,8.607524,8.614942,8.481469,8.343426,8.289413,8.565546,8.575089,8.528408,8.351396,8.538341,8.388326,9.980887,9.152467,9.127679,9.084983,9.070029,9.237471,9.450565,9.155826,9.1108,9.070487,9.124593,9.237323,9.190299,9.166672,9.149631,9.143478,9.099141,9.101568,9.952038
820,105.0,15.077145,15.443648,15.858806,16.610861,17.237861,15.49967,15.075565,15.426232,15.843744,16.555506,16.986625,14.974106,15.299109,15.68124,16.339917,15.90254,16.659175,16.054212,8.689951,8.438321,8.511781,9.148651,10.284801,11.347628,8.636325,8.44112,8.512886,9.103577,10.277652,8.627473,8.472079,8.539341,9.151352,8.519466,9.100997,12.786764,8.797164,9.095432,9.558528,10.369478,11.468762,12.102484,8.765833,9.108226,9.573535,10.268101,11.495626,8.67933,9.007074,9.464483,10.252201,9.543767,10.328964,13.220714
825,105.0,21.051863,21.66285,21.96167,22.508616,22.990776,21.886814,21.071126,21.639375,21.79903,22.286982,23.200458,20.870656,21.403251,21.734632,22.419566,22.019766,22.682135,22.453482,8.723878,8.845287,8.883166,8.75654,8.53038,8.53641,8.723121,8.83383,8.859097,8.776144,8.437627,8.79832,8.903747,8.887174,8.757625,8.875546,8.751269,8.627695,8.820382,8.911289,9.057966,9.350925,9.861063,10.360911,8.816503,8.919503,9.051855,9.331569,9.805876,8.761945,8.836597,8.969459,9.285991,9.051249,9.351132,11.099455
829,105.0,8.642575,8.859355,8.958544,9.357543,9.840188,9.993647,8.656467,8.831423,9.04254,9.420254,10.097053,8.741148,8.946459,9.138164,9.520479,9.021817,9.35013,10.422753,15.071664,15.417048,15.196281,14.41883,12.704029,10.793512,15.095955,15.426443,15.22334,14.36936,12.717535,15.070427,15.41803,15.198882,14.329604,15.195351,14.376538,9.678506,12.362311,11.961283,11.39436,10.57327,9.425285,8.74428,12.359063,11.972081,11.442629,10.557781,9.455755,12.390374,11.993653,11.423513,10.567884,11.382824,10.493735,8.194783
834,105.0,9.937147,10.354161,10.405219,10.768226,11.383977,10.662883,9.929052,10.298036,10.400452,10.720859,11.438922,9.850666,10.218501,10.343934,10.772829,10.4997,10.850391,11.284958,9.974459,10.201084,9.787672,8.631189,6.585062,4.942878,9.94728,10.217243,9.78734,8.648585,6.633269,9.835416,10.089485,9.723716,8.643303,9.750634,8.58077,4.339384,6.358141,6.195684,6.019676,5.818816,5.73867,5.930656,6.346219,6.209522,6.036292,5.785829,5.734345,6.324627,6.180098,5.99058,5.754646,6.003974,5.782429,6.292162
835,105.0,5.974037,5.922968,6.029491,6.159273,6.655225,7.53701,5.963038,5.979868,6.089979,6.35317,6.879675,6.184535,6.183109,6.306106,6.487314,5.961083,6.039456,7.790491,19.101056,18.875204,19.022503,19.7836,21.483026,23.289719,19.15944,18.854019,19.033465,19.796311,21.475884,19.227423,18.869908,19.013438,19.753708,19.023371,19.81474,24.778824,10.808964,11.255021,11.928894,13.067003,14.530996,15.481408,10.830379,11.231874,11.924538,13.016483,14.560092,10.751575,11.190976,11.89546,13.038086,11.960853,13.111266,16.698988
838,105.0,11.336516,11.788679,11.988272,12.474617,13.108784,12.666238,11.304897,11.74785,12.054685,12.523755,13.296783,11.299214,11.767926,12.06311,12.636154,12.018003,12.457006,13.0528,13.041882,13.322147,13.146932,12.345288,10.319954,7.958218,13.005472,13.323159,13.142958,12.223036,10.228382,12.982873,13.258797,13.008571,12.166661,13.153625,12.331967,6.491683,8.677418,8.174029,7.48364,6.379981,5.23762,4.679444,8.675897,8.17365,7.49744,6.403017,5.201284,8.587883,8.080848,7.379732,6.318478,7.483922,6.370931,4.313373
848,105.0,17.734118,17.325012,17.166495,16.668324,16.529716,17.628546,17.757186,17.400459,17.251701,17.115597,16.617988,18.067649,17.690335,17.54308,17.122196,17.074479,16.494312,17.203578,8.767242,8.953019,8.652805,7.774368,6.221626,4.940931,8.787122,8.980182,8.660399,7.738035,6.143978,8.647217,8.888244,8.601682,7.689025,8.651054,7.815139,4.473785,11.237415,10.778898,10.077802,8.988481,7.581602,6.603538,11.252624,10.765684,10.100033,9.076412,7.57421,11.344613,10.874244,10.197756,9.082719,10.090482,8.967742,5.796653
851,105.0,16.751692,16.917006,16.948205,17.068774,17.217577,16.470121,16.768599,16.900837,16.928156,17.009092,17.014097,16.515609,16.64234,16.711759,16.831841,16.973329,17.120083,16.715711,5.715549,5.312171,5.397239,6.053386,7.613432,9.62108,5.692781,5.25569,5.364647,6.03724,7.629266,5.744364,5.34985,5.460494,6.093147,5.408258,6.045528,11.061351,5.780947,6.113934,6.653115,7.702426,9.361794,10.881406,5.779191,6.098275,6.656069,7.63759,9.396858,5.807515,6.114134,6.637297,7.649039,6.671317,7.721952,12.263117
859,105.0,11.010327,11.276365,11.610977,11.910784,12.134364,11.999648,10.998605,11.297988,11.572954,11.755124,12.342811,10.747226,11.071154,11.44537,11.878736,11.628872,12.024304,12.086056,19.847243,20.242573,20.106294,19.305712,17.502461,15.696986,19.813048,20.208869,20.129867,19.304454,17.579238,19.66605,20.115911,20.057557,19.296041,20.120256,19.263993,13.969643,18.047536,17.538795,16.879266,15.750758,14.192603,13.196741,18.036672,17.552074,16.909801,15.805497,14.160186,18.128387,17.630731,16.955418,15.782479,16.86429,15.698532,11.95143
860,105.0,25.429541,24.851011,24.464762,23.852758,23.558803,24.205371,25.421251,24.835323,24.517914,24.053613,23.387453,25.603973,25.01094,24.621172,23.996818,24.471635,23.840245,23.949677,7.417499,7.538641,7.574212,7.414283,7.203697,7.567582,7.388653,7.554714,7.539571,7.387802,7.280285,7.382321,7.568979,7.594464,7.449668,7.562475,7.414118,8.131993,11.847157,11.556689,11.199188,10.644648,9.932574,9.590731,11.830013,11.555448,11.229939,10.625557,9.942032,11.810478,11.545423,11.190082,10.609736,11.208306,10.635261,9.307622
863,105.0,7.257071,7.242365,7.136169,7.135062,7.419532,7.598994,7.278892,7.237503,7.172549,7.204275,7.588001,7.2483,7.238562,7.254484,7.314558,7.17889,7.114891,7.879094,6.374878,6.704102,6.292096,5.215723,3.32914,2.854449,6.408214,6.690801,6.234636,5.173551,3.281506,6.202036,6.524611,6.165653,5.114992,6.284753,5.182375,3.148485,5.62164,5.30336,4.861999,4.315871,3.807027,4.006696,5.626385,5.269325,4.891875,4.314296,3.891496,5.722028,5.373458,4.959277,4.39398,4.897301,4.345114,4.254584
868,105.0,15.121998,15.402122,15.572334,15.8999,16.585868,16.087118,15.112292,15.396889,15.56779,16.115723,16.591293,15.114336,15.44168,15.686944,16.09395,15.568798,15.898819,16.502049,15.274601,14.943653,15.012847,15.398081,16.798352,18.687241,15.262988,14.982855,15.002288,15.405404,16.777646,15.448618,15.046861,15.029338,15.391986,14.951088,15.393204,20.151233,15.845369,16.235243,16.786682,17.691252,18.950431,19.820913,15.861001,16.235182,16.791079,17.638937,18.939252,15.840332,16.21132,16.762309,17.655563,16.789693,17.685658,20.927457
872,105.0,15.668538,15.737348,15.687096,15.767088,15.929546,15.767809,15.660779,15.713062,15.746766,15.876438,16.174541,15.62919,15.786854,15.82074,16.014569,15.721502,15.786505,15.911939,7.792618,8.073045,7.777815,6.825099,5.230224,4.257695,7.801065,8.034795,7.728876,6.810132,5.258065,7.791496,8.033829,7.684568,6.748826,7.765237,6.842383,4.169304,5.720248,5.411778,4.993598,4.507716,4.095327,4.306759,5.726652,5.40927,5.018875,4.59736,4.205698,5.834111,5.53126,5.150126,4.662876,4.998961,4.493058,4.624979
880,105.0,12.591689,12.039862,11.643247,10.945893,10.718021,11.787134,12.596731,12.075341,11.515682,11.115547,10.860472,12.653946,12.092999,11.686273,11.228582,11.588515,11.002334,11.721822,10.744811,11.080289,10.947663,9.999307,8.16313,6.810768,10.746893,11.077347,10.858041,9.990883,8.253906,10.623413,10.988657,10.926431,10.065759,10.950373,10.042936,5.995621,12.776444,12.328446,11.723224,10.63368,9.5026,8.781696,12.797333,12.359127,11.699049,10.769527,9.510221,12.954596,12.498004,11.885273,10.835204,11.689578,10.621653,7.893685
911,105.0,12.898914,13.421118,13.638018,13.876204,14.339653,12.969676,12.917042,13.401264,13.534409,13.894526,14.146555,12.732181,13.163091,13.365393,13.744883,13.668122,14.015755,13.290165,4.590384,4.648164,4.601696,4.563164,4.8977,6.14993,4.577315,4.643173,4.606659,4.595037,5.028479,4.927146,4.849465,4.728656,4.651503,4.59867,4.541644,7.351666,6.743884,6.986317,7.365507,8.127743,9.328935,10.227033,6.751718,6.970997,7.362256,8.108383,9.393446,6.830155,7.057601,7.414371,8.168165,7.377063,8.141752,11.302901
929,105.0,13.782887,13.311586,12.887384,12.145917,11.643195,12.39652,13.780329,13.303296,12.860092,12.346228,11.408398,13.77209,13.218119,12.855197,12.222952,12.901368,12.204412,11.94807,7.23134,7.521947,7.328203,6.642751,5.261877,4.151734,7.235145,7.551384,7.372262,6.687615,5.348786,7.251303,7.558651,7.387228,6.722477,7.338642,6.645947,3.616684,7.467392,7.001782,6.327774,5.363267,4.373132,3.851681,7.469065,6.991537,6.299005,5.440278,4.358384,7.421564,6.958263,6.310681,5.387854,6.341665,5.383829,3.437469
933,105.0,7.838848,7.649764,7.539349,7.409515,7.563619,8.531367,7.824642,7.660677,7.593378,7.545994,7.543725,7.953311,7.787405,7.695921,7.496926,7.552448,7.410503,8.577513,15.88487,16.18866,16.051859,15.297609,13.449079,11.483628,15.862134,16.166412,16.023727,15.232552,13.455432,15.744543,16.107761,16.044232,15.23512,16.067537,15.325663,10.036349,12.209077,11.701596,10.993615,9.874687,8.432502,7.572256,12.198155,11.70806,11.009678,9.872308,8.373576,12.239044,11.740167,11.025884,9.866635,10.992602,9.856199,6.734417
935,105.0,12.58784,12.824458,12.93164,13.098679,13.26372,12.786076,12.596351,12.803906,12.845135,13.03104,13.072948,12.55773,12.750913,12.789634,12.896538,12.930096,13.143917,12.968981,5.693145,5.727707,5.641204,5.574875,6.78981,9.313259,5.695643,5.725071,5.629071,5.61435,6.890413,5.754829,5.743458,5.645176,5.743641,5.643542,5.561577,11.02109,5.990738,6.203387,6.568179,7.466436,9.181355,10.77527,6.008366,6.177437,6.598292,7.47581,9.191331,6.014457,6.226108,6.627569,7.494389,6.602677,7.461759,12.257443
941,105.0,31.993995,32.429638,32.866992,33.559651,34.325793,32.401394,31.963127,32.423574,32.826418,33.616893,34.28033,31.919399,32.441933,32.809322,33.555995,32.849235,33.613811,32.878923,8.839508,8.511252,8.601336,9.362071,11.284974,13.312523,8.807398,8.556319,8.625383,9.403766,11.228059,8.786084,8.489318,8.539411,9.364788,8.581831,9.333574,15.085807,14.980096,15.491893,16.18828,17.465611,19.273767,20.29038,14.97288,15.460162,16.199975,17.467959,19.216066,14.923633,15.440612,16.168048,17.425138,16.222644,17.488514,21.723508
961,105.0,2.57796,2.458459,2.503558,2.818709,3.898011,4.617955,2.559605,2.505514,2.603201,2.861741,4.292197,2.685648,2.583365,2.687877,3.1621,2.47497,2.732864,5.284408,21.796397,22.135455,21.87327,20.702814,18.449015,16.029519,21.807771,22.147787,21.86193,20.620595,18.560985,21.679052,22.07518,21.795395,20.665423,21.855765,20.665499,14.533573,20.370982,19.872301,19.124576,18.007589,16.42205,15.052375,20.359915,19.858834,19.165696,18.014168,16.345389,20.348268,19.857833,19.120945,17.946999,19.14131,17.981472,13.896986
967,105.0,6.610764,6.744027,6.891538,7.246203,7.550575,7.356038,6.580981,6.755726,6.894531,7.175483,7.702097,6.544744,6.731962,6.921995,7.286612,6.894486,7.271146,7.685696,14.783471,15.078464,14.909496,13.942571,11.945769,10.184218,14.793173,15.105524,14.857167,13.896219,11.976797,14.552299,14.894004,14.765748,13.898811,14.905973,13.927576,8.444871,11.633062,11.170187,10.537547,9.461725,8.174896,7.606597,11.633649,11.192972,10.564393,9.504331,8.084355,11.621849,11.159394,10.500304,9.406518,10.508068,9.399532,6.844563
972,105.0,14.337275,14.192857,14.096907,13.925938,13.680318,14.894086,14.361335,14.176996,14.12485,13.922086,13.847108,14.484706,14.309997,14.233228,14.006355,14.081759,13.846548,14.860145,12.128693,11.966718,11.940118,12.121078,12.8915,13.880776,12.14541,11.976058,11.912208,12.180782,12.866215,11.891245,11.731758,11.813219,12.142064,11.970662,12.208795,14.592723,10.440643,10.66161,10.995373,11.508535,12.276072,12.89309,10.43256,10.674128,10.977409,11.523452,12.328913,10.47076,10.698983,11.028762,11.568904,10.984507,11.51193,13.489328
973,105.0,40.183178,40.742343,41.36395,42.393592,43.273212,41.590177,40.176388,40.697206,41.288942,42.170496,42.898295,39.968933,40.454293,40.962623,41.90261,41.409948,42.472467,41.952487,15.337705,15.149132,15.188005,15.787819,16.827307,17.762715,15.379125,15.165313,15.286988,15.692391,16.71359,15.402739,15.217853,15.224893,15.591915,15.180289,15.687432,18.916014,24.528829,24.914379,25.501799,26.510205,28.003883,28.672399,24.51721,24.92484,25.467731,26.466279,27.816299,24.362307,24.75366,25.31725,26.333683,25.492043,26.522714,29.944796
980,105.0,9.157831,9.220841,9.120466,9.167612,9.192632,9.235587,9.161904,9.193374,9.163959,9.074851,9.227613,9.153952,9.170537,9.065342,9.077216,9.140619,9.189655,9.359695,9.544548,9.511269,8.820839,7.424874,5.489028,4.628667,9.541123,9.351453,8.746412,7.474696,5.544842,8.926737,9.085148,8.805067,7.479404,8.896394,7.478042,4.611174,7.923559,7.44675,6.789298,5.681641,4.616647,4.367333,7.914345,7.444036,6.781148,5.751065,4.626795,7.97694,7.494235,6.841685,5.750952,6.794309,5.704231,4.119574
994,105.0,16.474801,16.780721,16.943738,17.438246,17.810783,16.596987,16.466841,16.797135,17.001942,17.296652,17.906523,16.366141,16.71855,16.909013,17.370022,16.919358,17.30466,17.012602,4.60186,4.798846,4.680699,4.394585,4.34078,5.120186,4.646117,4.792683,4.705572,4.423158,4.284848,4.740347,4.815285,4.682252,4.449354,4.674177,4.374754,6.221879,5.78211,5.890196,6.107888,6.631834,7.430908,8.204909,5.779855,5.895691,6.16474,6.572969,7.44738,5.788788,5.900902,6.107414,6.585742,6.095112,6.579776,9.220424
1004,105.0,9.680408,9.734078,9.792333,10.098149,10.528968,10.99149,9.708847,9.755854,9.879178,10.1171,10.798521,9.642875,9.737337,9.891376,10.225484,9.80005,9.967667,11.418529,9.496638,9.686532,9.464399,8.56705,6.942505,5.905165,9.478752,9.646735,9.425469,8.473203,6.857724,9.067104,9.282934,9.192074,8.424446,9.498237,8.686959,5.423514,7.908208,7.515297,7.00609,6.162017,5.488014,5.436566,7.927553,7.563332,7.010781,6.207375,5.496652,8.017466,7.606633,7.03992,6.201082,6.955396,6.098457,5.404437
1013,105.0,9.262382,9.165578,9.065573,8.708493,8.675556,10.006586,9.261839,9.219796,9.055566,8.872129,9.014987,9.509248,9.431128,9.295872,9.10136,9.013842,8.62536,10.060515,20.052544,20.196474,19.820588,18.519554,16.07403,13.996146,20.050072,20.227599,19.78309,18.435262,16.134849,19.939588,20.106889,19.746212,18.507677,19.778728,18.496934,12.02869,14.911009,14.409724,13.711543,12.513287,10.893388,10.259744,14.911345,14.422011,13.723271,12.566557,10.939406,15.003169,14.503413,13.805157,12.596067,13.703024,12.491064,9.031096
1016,105.0,11.11332,11.587426,11.926927,12.354909,12.72961,11.722201,11.109575,11.624704,11.91929,12.292706,12.736302,11.062176,11.466264,11.769387,12.292996,11.92935,12.365911,11.916292,12.700826,13.170297,13.042975,12.168662,10.138601,7.832266,12.720157,13.137052,13.125074,12.173536,10.083675,12.54227,13.081015,13.083853,12.15951,13.045276,12.18601,6.242083,8.141907,7.757341,7.280462,6.527951,5.630582,5.402999,8.151646,7.759604,7.28536,6.544692,5.697947,8.226864,7.837287,7.338408,6.573256,7.280038,6.53587,5.230713
